Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature834,0.38029889518893,0.0025879759960092,0.00214529322457456,0.00192950060456179
Feature837,0.679154973283222,0.207516598759397,0.796794385892169,0.495372377546353
Feature839,0.633238024007068,0.979895311045513,0.543979729315841,0.279649025743168
Feature840,0.112715789929405,0.033659773719424,0.0304807421948455,0.0299327366774905
Feature841,0.838978943242869,0.993736760748883,0.6237756989598,0.0398001732942381
Feature843,1,1,0.00178720980014377,0.0279779982421148
Feature844,1,1,0.0357777326647872,0.0270802832226581
Feature845,1,0.329611178536261,0.0214999835198131,0.00428301700812081
Feature853,1,0.192996700620525,0.172778304022743,0.340986218769767
Feature855,0.321621732357465,0.448266008594918,0.0416509804068959,0.150104897657895
Feature860,0.347729863014046,0.648344724615489,0.0837097606169345,0.783638308611034
Feature871,0.73780484401601,0.080344162691147,1,0.965073318034009
Feature877,0.218760256975078,0.496750003341551,0.862508782646174,0.372494198899823
Feature879,0.229572155877004,0.29957016891603,0.166658406926582,0.507317738163725
Feature888,1,0.77092427632703,0.279571164788176,0.158196277825099
Feature891,0.750718048583537,0.213606021072647,0.332738417159826,0.465404000507609
Feature897,1,0.0333631721440494,0.0481339198971649,0.0230592591731016
Feature898,0.0632838528547759,0.0138113108663687,0.264560637448491,0.0392830588916999
Feature921,0.404456410762087,0.0356760573498757,0.0322058426446741,0.0319912077226506
Feature923,0.218760256975078,0.300973421056864,0.75680601022843,0.495372377546353
Feature924,0.271302935822823,0.511686412528831,0.914846982258448,0.669140484797778
Feature930,0.422451291798695,0.000432134211352657,0.000279087047474411,0.000262670364189764
Feature933,0.537081644650078,0.0197664380316546,0.092793157595595,0.222492664952643
Feature935,0.399589466746268,0.00371832380905003,0.00570430380143682,0.00879042692013004
Feature937,0.773691434246739,0.00218836578488579,0.00893243361329502,0.0559118198626458
Feature938,1,0.304631358809349,0.0424962111447151,0.034815336831302
Feature942,0.331040100282655,0.379437829116866,0.0426434470612165,0.145692717033377
Feature943,0.815025411118976,0.0512416997322048,0.0776802991947758,0.0634164846938972
Feature945,1,0.00195624058993826,0.168395032037658,0.238869555311182
Feature952,1,0.140649787902515,0.00185505214912421,0.00376268529812256
Feature954,0.53939843537592,0.399408055673624,0.202216135241017,0.376598549911662
Feature966,0.407434507930397,0.0197664380316546,0.0489784264532052,0.313527764656778
Feature969,0.420215268671578,0.879827047258929,0.241901502124872,0.0199109658926526
Feature970,1,1,0.0357341867173049,0.347973227265532
Feature978,1,0.0766037291139926,1,0.696618604295667
Feature979,0.175037672520177,0.360651041770345,0.088258498468308,0.746324985959561
Feature987,0.539797447141705,0.00381466741383914,0.0113266624140151,0.00748486800740028
Feature988,0.288000630344985,0.0928233171258886,0.745799484055755,0.672610415352348
Feature990,1,1,0.0256403103414338,1
Feature996,0.45493902278617,0.00769422951653199,0.0380142611485515,0.944663644762265
Feature1001,0.889803325843199,0.686646056163105,0.735514799094469,0.0951632945930939
Feature1004,0.175721267128989,0.161826474917635,0.602581313382417,0.440275142651817
Feature1007,1,0.443854637504827,0.513226484669819,0.294522333674058
Feature1009,0.222026324123242,0.420335050522691,0.38850909154923,0.599674731709743
Feature1013,0.0592531318869167,0.106840413918299,0.506137903799552,0.315709116469169
Feature1018,0.373681243165949,0.757761061872747,0.677846937697087,0.342859389653676
Feature1025,1,0.397779202311984,0.60025664535691,0.62239948105501
Feature1031,0.325642364639745,0.263732108316364,0.890358255571331,0.86101902735966
Feature1034,0.918426304982519,0.503472593531502,0.432919592170615,0.169186794205209
Feature1036,0.294926388142706,0.942990400168848,0.992795953197792,0.588219057633588
Feature1081,1,1,0.0181935377575291,0.355686601877669
Feature1083,0.391625954994998,0.00313691299097956,0.00266047736283108,0.00238837771599714
Feature1087,0.816176432301017,0.0379582825481005,0.0341364132165825,0.0342146357900921
Feature1090,0.181745682982806,0.00198873172470925,9.04993565558327e-05,9.08679541616664e-05
Feature1093,0.112715789929405,1,1,1
Feature1116,0.391625954994998,1,0.0251832379608756,0.00271150807873241
Feature1120,0.448852052022282,0.00130247487302365,0.00130286348239452,0.00022043165746588
Feature1126,0.490992894113468,0.0108811508283991,0.038652929553593,0.828662678540152
Feature1135,1,0.640353697774262,0.188357157330268,0.138539388187772
Feature1139,0.167938906467556,0.563090648478047,0.380864604581272,0.192525098083797
Feature1146,0.229045696373316,0.49074272995262,0.484142388457752,0.138986776329747
Feature1150,0.279041786200785,0.0126441138921724,0.0106684278290899,0.00994524228478382
Feature1153,1,1,0.0293058184477153,1
Feature1154,0.5717761727551,0.662876769253509,0.0208716386088926,0.00342148110605988
Feature1156,1,0.388977415778385,0.00265201659395871,0.00380387631068709
Feature1157,0.089660995045059,0.769228175742275,0.580831317335731,0.636952123321807
Feature1169,0.342759379561969,0.492471978705032,0.939759013072009,0.44808233739197
Feature1175,0.448852052022282,0.0113901237537199,0.0143857403023008,0.00452897817154456
Feature1176,0.112715789929405,1,0.580831317335731,1
Feature1179,0.844701634350789,0.277149481317612,0.0901213199414658,0.0391519902767591
Feature1184,0.0750836411419828,0.000945143283929201,0.000188077225578048,0.000100587751260135
Feature1190,0.167938906467556,0.0630068915800932,0.0560483061922627,0.634403208256858
Feature1197,0.334880377969077,0.019023082399145,0.0908093479376478,0.083236678026848
Feature1199,0.511195516417616,0.850513655475911,0.856471045215224,0.237480065516773
Feature1207,0.323268171121772,0.398910736866663,0.720936490261692,0.889405346810091
Feature1238,0.820489355833724,0.0371914046316944,0.0333857586744613,0.0332311733970428
Feature1240,0.112715789929405,1,1,1
Feature1241,0.245689707229035,0.0275832975634245,0.0251832379608756,0.452707575598839
Feature1243,0.158352814810675,0.164658111680422,0.225531423594653,0.0137549330156108
Feature1252,0.0678099724844577,0.0127151409572668,0.0469600129584967,0.169130352597125
Feature1255,0.478736407661131,0.00575241859081824,0.0665269427653201,0.157734347598832
Feature1263,0.82236632585022,0.713487253108949,0.0297299286780161,0.0623499944797149
Feature1264,0.462897673174614,0.195639988344477,0.396941807199161,0.550198652300841
Feature1267,0.245689707229035,0.0052997591393361,0.00444322744774217,0.00403195662098048
Feature1268,0.666801849468116,0.00171436196778946,0.279571164788176,0.988072230224477
Feature1272,0.162328105100772,0.0224566273721188,0.14022158423016,0.00648191972344875
Feature1273,0.229572155877004,0.00163877686629893,0.0012594303676562,0.00111469812504076
Feature1275,0.526412127464659,0.0831080982439123,0.863815754547791,0.142445037327038
Feature1277,0.865993430634143,1,0.39459498036303,0.355105765389326
Feature1279,0.223598948890586,0.0242098163571125,0.0218239285524239,0.0206847709671312
Feature1282,0.112715789929405,0.00497962708903931,0.00425679892048095,0.00380387631068709
Feature1286,0.112715789929405,0.0312645929998608,0.0280496695349081,0.0275536131014845
Feature1289,0.545630958991428,0.0137917179070986,0.0226505270288371,0.368452322604067
Feature1291,1,1,0.0279491658711562,1
Feature1293,0.323268171121772,0.203064250634399,0.310994907227917,0.793453091101442
Feature1298,1,0.511030864271604,0.000188077225578048,0.000867310442927484
Feature1305,0.506844153634314,0.366752520360767,0.00013956214475469,0.00318075117419169
Feature1310,0.773418009255979,1,0.348565333725156,1
Feature1311,1,0.00186497888125078,0.00146981769793653,0.00132399139772191
Feature1314,1,0.748259613352102,0.289994604578593,0.0937749317978016
Feature1333,0.358769364484506,0.0545237985488178,0.662175379064155,0.0502865375220928
Feature1338,0.53338606722637,0.686646056163105,0.420946473868402,0.631153389801484
Feature1339,0.729332762199787,0.507777773655351,0.0737320196994109,0.325338304545515
Feature1340,0.889917194913759,0.0127151409572668,0.0100099296641231,0.000797990006462672
Feature1341,1,0.0195302463628602,0.00425679892048095,0.00723858218092249
Feature1346,0.35805707910463,0.166108712399862,0.743195316972973,0.548629822598187
Feature1349,0.897375922139765,0.973270532069715,0.52847647572573,0.380073581215839
Feature1357,0.181745682982806,0.0680348438127499,0.0776802991947758,0.0675871300232998
Feature1359,0.429481276005236,0.339919949479572,0.0453985010078387,0.739256854096585
Feature1363,0.271302935822823,0.000293474204716531,0.323662306585023,1
Feature1367,0.313429030450839,0.32682668826867,0.655617901951074,0.429686871384389
Feature1383,0.321621732357465,0.76151349227118,0.711152163653498,0.958357020435291
