Feature,Sample1,Sample2,Sample3,Sample5,Sample6,Sample7,Sample8,Sample9,Sample11,Sample12,Sample13,Sample14,Sample15,Sample17,Sample18,Sample19,Sample20,Sample21,Sample23,Sample24,Sample25,Sample26,Sample27,Sample29,Sample30,Sample49,Sample50,Sample51,Sample52,Sample54
Feature1497,1475.744,1578.7607,1592.4648,1597.1597,1204.5503,1426.5441,1073.0599,1405.6931,1376.6187,1440.8903,2234.5125,1443.8154,2435.546,2081.2275,2498.43,2849.6812,2916.3237,2998.5078,3039.209,3389.1807,3943.7625,2708.7534,2655.6204,2982.5396,3687.6782,2739.531,1226.5062,1480.4142,1111.8746,1050.9476
Feature1498,1548.6978,8699.619,1465.898,3423.4583,0,700.6105,0,380.55984,0,0,1091.9279,3832.404,1544.2749,3580.5762,4025.7217,5730.1987,6166.274,4754.6914,7259.2085,5847.151,814.5869,2556.9973,2594.8926,4056.7832,1950.1367,0,0,0,0,0
Feature1499,4412.5303,5948.8696,6067.6904,5150.173,4911.8794,4628.065,2512.778,5430.464,3452.8362,5290.325,9979.891,6940.442,12033.217,9000.746,10126.615,10755.24,9909.162,13537.863,7745.7905,11496.662,4506.4004,10016.393,11895.56,11482.778,6863.494,0,0,0,0,0
Feature1500,5738.3726,4956.3276,4476.4883,5464.141,1251.201,0,0,0,0,0,1553.8436,1230.1007,0,1495.9811,1250.6569,0,0,0,0,0,1487.0553,1695.265,2258.2852,2319.447,2392.6484,0,0,0,0,0
Feature1501,10325.158,0,0,0,1148.506,3939.586,8063.194,1080.9707,1251.8656,731.1938,0,2626.75,0,434.72586,1120.6637,2968.9468,0,0,1274.543,0,0,0,0,0,1362.5863,0,0,0,0,0
Feature1502,4612.5874,4510.237,0,5204.9546,723.0645,477.85138,0,633.54376,1293.8262,0,1509.4185,1494.3977,1282.0107,1386.1527,1348.0818,1038.734,1260.069,726.21826,1196.1576,0,0,1076.5669,1107.6433,1435.2919,0,0,0,0,0,0
Feature1506,0,650.0792,0,0,0,0,0,1258.8296,0,0,0,1217.17,1747.0217,1957.6344,927.62537,0,738.5735,0,0,904.9056,0,1349.7269,0,1563.9808,1347.219,0,0,0,0,0
Feature1507,2905.6287,1918.652,2437.937,2154.0732,1458.0536,884.11176,381.75424,671.73474,1220.6052,544.0813,968.21765,724.7115,879.64075,1296.736,1070.9149,923.29504,2786.0376,972.79614,3134.7349,1101.8507,1068.7767,1206.2898,1480.8385,1351.807,1521.0197,0,0,0,0,0
Feature1508,2588.5637,816.8004,4637.587,1989.7848,736.8631,1163.5968,483.0775,0,894.7653,0,627.0235,1072.547,936.1795,885.87836,470.73398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1509,4509.687,2702.6655,4401.9937,2693.8137,1855.1372,1530.9583,0,0,1640.0348,0,715.0902,1060.1154,870.5732,1762.6523,992.9746,0,914.4311,0,978.4407,0,0,0,671.8871,0,552.86554,0,0,0,0,0
Feature1510,0,0,2318.8281,0,0,2256.9978,0,1360.8098,3680.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1511,31965.88,0,0,0,3531.5308,10748.759,25156.607,3677.7578,3810.4421,2497.6313,1827.7291,9190.655,1333.5463,2089.5305,4076.0576,9553.701,0,0,4656.697,1249.8691,1587.0508,1233.702,579.85846,0,5422.365,0,0,0,0,0
Feature1518,3305.9014,2704.8958,0,2878.9314,0,0,0,0,0,0,0,1089.9465,0,0,0,0,0,0,1050.7902,0,0,0,0,0,0,0,0,0,0,0
Feature1521,80796.695,22115.365,46293.844,35021.61,11558.269,88092.375,76281.61,59785.383,27224.426,0,11813.111,10785.557,9087.364,10298.795,10116.157,7326.574,18070.264,6063.609,7241.6084,4339.7637,5393.8325,0,5868.781,6824.1294,4465.9253,0,0,1522.1755,0,0
Feature1522,6770.377,4451.495,6287.3047,5555.337,3251.5593,0,2009.3239,3266.7654,3976.437,2148.848,3777.6611,3404.328,3572.5535,4630.5547,5199.894,0,0,0,0,0,2537.551,2956.2734,3474.1536,2932.1536,2595.2234,0,0,0,0,0
Feature1523,5230.41,0,0,3948.266,0,0,5024.7773,6226.575,4884.403,0,6013.893,6282.9146,5992.0273,4981.08,0,4562.7764,0,5492.291,2910.7852,0,5123.5493,5243.211,5838.214,4830.617,5040.6055,0,0,0,0,0
Feature1526,2167.277,1160.8904,1306.2797,1143.6874,1505.3738,1467.3156,1181.3364,1117.1654,1254.4702,1485.4312,1254.0015,1119.6127,1181.643,999.0388,1253.3403,1180.1019,1063.6877,984.9174,1236.6273,1114.8744,1534.0271,1380.0981,1088.2527,1153.4097,1246.224,1036.5917,1056.1917,1396.0122,1101.3876,1126.3472
Feature1535,4181.471,1138.8523,3122.8057,5426.261,1378.8932,3168.268,741.64844,1326.8502,2348.8752,376.8082,1293.1588,1512.7424,1435.7104,944.3281,1041.5837,0,0,0,415.72638,0,0,0,0,0,0,0,0,0,0,0
Feature1537,6927.6567,3931.6274,0,5339.237,0,2658.046,0,1553.1946,2800.0874,1062.8525,1716.9945,1924.8668,1080.475,0,2319.3555,1155.352,1026.9231,876.27374,1147.5568,0,387.47458,0,486.92206,0,0,0,0,0,0,0
Feature1538,1911.2048,0,0,1294.8842,0,0,1790.9038,2219.8584,1740.783,0,1938.2577,2109.4377,1965.5228,1869.3683,0,1873.5837,0,2544.579,1399.9222,0,1939.3635,1809.909,2247.3545,2038.552,1915.44,0,0,0,0,0
Feature1539,26345.496,0,0,19481.264,4017.182,0,22806.55,29077.268,25288.633,0,26211.014,26763.275,24362.16,24054.965,1211.3507,23323.469,937.3434,28827.234,15335.129,3467.5352,24723.383,22350.629,25075.246,23838.201,21833.17,0,0,0,0,0
Feature1540,6870.6245,0,0,0,816.3676,2481.678,4895.9287,0,877.2935,0,0,1927.8207,0,0,723.0979,2122.4714,0,0,984.7335,0,0,0,0,0,752.51746,0,0,0,0,0
Feature1541,8506.727,0,0,0,1024.5614,3282.9412,6272.3105,781.57715,1035.0842,588.9729,0,2455.766,0,455.17197,876.55084,2635.8413,0,0,1091.0363,0,0,0,0,0,1054.4268,0,0,0,0,0
Feature1546,9099.112,0,18595.48,15497.295,8298.493,10557.057,6822.1943,7999.2725,20744.064,4894.991,5385.1543,6426.0654,0,10916.366,10582.027,19812.256,20715.518,0,25622.408,18743.547,8504.733,7162.4556,7642.451,10437.792,7431.254,0,0,0,0,0
Feature1548,0,2010.9661,0,2636.3562,0,0,0,0,0,0,0,0,0,0,0,0,3426.9429,0,0,0,1888.8478,1524.764,2026.8047,0,1199.518,0,0,0,0,0
Feature1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023.368,5028.0376,5040.3643,4690.8867,2402.086,0,0,1557.344,0,0,0,0,0,0
Feature1556,2533.2812,1308.6848,2248.8896,1945.8619,3397.4187,3694.4004,2235.919,2830.937,2699.4446,1759.243,0,1857.2966,551.23175,3122.2793,2450.8594,3202.7322,3595.0544,3587.3662,1303.3267,2362.272,0,0,1662.2502,2241.464,1188.2307,0,0,0,0,651.32733
Feature1557,1773.5122,891.8695,1552.4293,1275.9823,2618.648,2615.451,1508.4006,1860.2062,1947.1212,1090.6239,0,1351.0974,0,2280.6494,1766.1633,2262.994,2717.449,2631.3296,874.17896,1681.5739,0,0,1153.8375,1540.454,802.13776,0,0,0,0,0
Feature1564,1190.3801,0,2454.6125,743.0365,682.3452,0,0,882.8841,1186.6914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1565,2857.292,0,2112.4968,3823.4817,0,1463.8265,0,0,1043.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1566,5497.513,0,0,0,0,1590.2487,4102.9487,651.81866,613.5233,0,0,1552.1323,0,0,0,1685.2427,0,0,821.0139,0,0,0,0,0,769.5279,0,0,0,0,0
Feature1567,5882.5,0,0,0,1457.23,1993.488,4569.034,600.6948,728.6986,672.63275,0,1575.2323,0,0,1033.5237,1756.3745,0,0,805.2128,0,0,0,0,0,740.082,0,0,0,0,0
Feature1569,2666.2961,2359.7322,3903.0308,2417.6545,2529.8608,0,0,1458.6835,0,1051.1256,0,0,0,0,3148.857,0,1606.733,0,1323.2657,1566.2087,0,969.0973,3342.8904,1716.8417,0,0,0,0,0,0
Feature1570,3068.2417,3905.5,3635.316,3892.1125,2168.4937,3162.5698,2441.2004,2543.2434,4492.773,1233.1517,1778.4432,2963.9702,2042.5154,4153.0386,4458.599,10254.268,9549.062,8398.045,10562.387,7546.0684,4631.3716,3282.903,4997.2188,4084.1055,3264.0452,0,0,0,0,0
Feature1571,1464.2789,1958.7217,2089.5752,1922.9165,1874.962,2108.9055,1796.1653,962.79156,1048.1344,0,0,2042.2917,0,1797.2946,1612.3931,1968.6515,2687.108,1687.0808,1722.4142,1571.4987,0,758.0744,0,565.749,0,0,0,0,0,0
Feature1572,1747.0354,0,2360.1677,2129.4712,0,2191.272,0,0,0,0,2582.919,0,2123.0845,0,2981.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1578,8391.984,13782.538,7684.3394,8281.398,4440.9214,5023.884,4691.1094,4753.342,4024.5981,4216.122,6878.1504,7041.12,7038.72,4639.4946,5200.8833,6790.5693,5834.8174,6644.3286,9410.269,6021.294,3126.0361,6879.8022,8183.2065,7546.4805,4263.9272,0,0,0,0,0
Feature1580,8351.564,0,6758.604,7790.2964,1731.2537,3055.319,1497.4261,0,1706.2295,1315.4553,4195.3267,3896.6975,0,3085.292,2734.5015,5400.129,3318.3896,4500.2896,5115.108,2793.719,1633.5605,0,4287.896,4862.307,2116.6594,0,0,0,0,0
Feature1581,0,0,1405.1274,0,0,2577.3367,1125.183,1498.3967,2214.0232,0,0,0,0,0,0,0,0,0,0,0,1011.21423,0,0,0,0,0,0,0,0,0
Feature1582,1196.8109,1575.7933,0,3137.109,1245.8065,0,0,819.3913,1337.9087,722.4881,0,0,792.7846,1233.7026,775.48895,684.9479,688.83154,0,0,0,0,1264.7211,1495.1958,872.7215,376.88925,0,0,0,0,0
Feature1583,1168.3375,1559.7358,1038.75,3247.6445,0,0,0,869.09515,1382.0757,721.2595,0,714.66077,791.6336,0,737.498,0,0,979.77924,777.52466,405.92722,0,1424.0294,1576.1587,802.06433,435.38098,0,0,0,0,0
Feature1584,4246.6206,4939.347,4662.7266,5099.398,10808.544,2866.2307,1653.0535,3308.727,5644.4907,2026.3638,0,2516.0454,1409.6139,3864.746,2646.3638,3577.3982,2846.3975,4381.322,2389.6843,1185.5615,0,1399.7251,4723.9575,2458.1206,830.876,0,0,0,0,0
Feature1594,6390.82,4329.6064,4096.0166,5287.1235,1250.0438,825.9062,0,0,1934.3816,0,2756.4985,1767.713,1455.2689,2605.1233,2133.5955,1213.4502,1575.2943,1820.3402,1068.6388,0,0,1289.8021,2230.8938,2064.1523,0,0,0,0,0,0
Feature1595,749.42096,1422.5588,879.26965,864.2292,0,0,0,0,0,0,0,0,0,1028.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1596,1157.095,1351.6295,0,1777.3295,0,0,0,0,0,0,471.12167,0,0,1732.9701,900.67694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1600,1035.6713,480.51495,1584.439,1170.788,418.60104,757.7857,0,0,579.70056,0,518.4629,0,0,404.2206,673.9483,0,0,0,504.8092,0,0,0,0,0,0,0,0,0,0,0
Feature1601,2794.5417,0,7675.6504,1273.6935,2483.8,7059.313,2879.126,3747.0662,6759.999,0,0,0,0,1088.347,0,0,0,0,0,0,0,412.5348,0,0,0,0,0,0,0,0
Feature1606,0,0,0,0,0,0,0,0,0,0,3571.6648,0,0,6269.436,1734.7397,0,0,0,0,0,0,2095.0515,0,1438.0497,0,0,0,0,0,0
Feature1607,0,1673.7196,941.8927,2327.9978,0,0,0,560.4714,0,0,1426.7837,0,0,2192.9932,0,0,0,0,0,0,0,911.6412,0,0,0,0,0,0,0,0
Feature1608,0,1236.5237,660.6329,1605.2141,0,0,0,0,0,0,0,0,0,1550.6128,0,0,0,0,0,0,0,614.86273,0,0,0,0,0,0,0,0
Feature1610,10338.11,0,0,0,1216.8282,4007.3862,9201.647,1250.9767,1163.0875,746.7276,540.505,3250.3296,0,559.59393,1269.8994,3315.142,0,0,1405.0419,0,0,0,0,0,1433.2128,0,0,0,0,0
Feature1611,0,0,0,0,0,0,0,0,0,0,0,0,0,3088.3994,1906.5815,803.2712,1802.5682,907.58673,1187.7549,0,0,1478.4878,0,0,0,0,0,0,0,0
Feature1612,0,6230.924,4240.2437,4806.2686,4660.2964,0,0,5591.0776,0,4809.497,5647.692,4415.7354,5983.18,4314.878,5734.0625,6796.918,6424.755,6270.519,7267.1597,7148.8926,5337.4395,9089.456,6612.876,6992.7593,6693.5674,0,0,0,0,0
Feature1613,926.78534,0,1887.4534,852.7501,0,1061.7212,0,937.99664,1330.1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1614,1722.1699,480.888,6034.2383,959.23254,1095.5281,3835.8716,0,823.0906,5774.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1615,4847.2456,2328.5317,5450.544,3123.0632,2509.1118,4222.51,2100.08,2228.4536,4525.2607,970.6923,2436.3647,2203.737,1875.9598,2499.799,2351.0823,0,1309.1156,0,0,0,2112.358,1296.2734,2372.475,1772.4751,2560.0608,0,0,0,0,0
Feature1616,2229.2705,0,13628.217,940.39044,2121.2388,8710.295,0,1590.3728,12026.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1617,4099.0684,2448.4119,3474.9045,2439.6743,2283.197,1810.2295,1753.0925,1039.078,1575.2031,859.0126,1281.9183,0,1131.227,1752.3406,1616.3439,1405.8258,3321.9268,1304.5864,3257.2,1432.9114,1511.2454,1802.9331,2138.1687,2156.6309,1875.126,0,0,0,0,0
Feature1621,3172.6655,2405.2817,1894.9822,2574.2593,8452.811,5096.3774,7805.683,1636.1481,2377.6218,1399.3759,0,6947.665,787.6315,3770.1912,2746.2048,8686.268,4956.8135,7087.359,2072.9448,2121.6865,0,0,2025.1173,1714.1664,1039.6116,525.9812,2963.652,0,437.93732,3577.979
Feature1630,0,0,1694.8876,0,0,0,954.3195,1110.5581,5140.975,1307.0966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1631,3454.5845,0,11782.078,1152.4242,5284.9795,6810.2656,2235.9858,5096.567,4129.5376,0,0,0,0,0,0,0,0,0,0,0,1936.083,0,0,0,0,0,0,0,0,0
Feature1632,1693.9637,0,5813.5254,1555.3346,877.243,5055.3804,2464.6802,2902.4875,8300.726,976.8814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1633,18041.725,0,0,0,2536.8018,6441.0044,13780.488,1823.6451,2133.4587,1251.3661,867.1832,5139.1504,0,735.49066,3035.5378,5845.5054,478.18964,0,2940.786,572.5487,870.37787,458.7528,0,0,3711.55,0,0,0,0,0
Feature1636,4643.2256,2717.815,2218.8347,3150.1348,7824.0737,4157.5483,5847.5713,1892.5837,2538.8877,1458.2941,0,5266.5034,0,4027.7256,2857.4004,7252.756,4797.779,6507.349,2011.9727,1934.4292,0,0,2007.3595,1885.4862,902.6075,1217.2755,3125.2212,0,1153.7944,3407.473
Feature1645,1894.9803,1761.4578,1829.0059,1731.4977,2116.725,1873.7812,1749.9528,1791.9454,1741.7323,1613.6406,1327.8572,1752.2678,1589.866,2055.7812,1703.6367,1747.9761,1810.3843,2089.6199,1738.6553,1507.7354,1210.3964,1648.1239,2043.4049,1797.9352,1508.3232,1818.2681,1565.0878,1069.178,1595.4528,1645.0527
Feature1646,6187.2246,615.58545,2954.5166,0,0,0,0,0,0,0,0,0,0,526.36115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1653,1279.1113,718.7088,1834.1398,1166.2069,0,947.8724,0,1709.7699,1528.1962,996.0154,0,0,517.18994,1201.623,1212.3882,0,1028.2748,0,1200.9371,1036.8442,0,0,2038.7747,1978.901,1356.2249,0,0,0,0,0
Feature1654,1777.3121,898.0272,2876.5308,1486.2705,521.6394,1335.2339,0,2508.0435,2173.4138,1467.0474,0,0,514.4145,1561.9581,1514.8322,0,1088.837,685.5056,1764.7632,1355.8966,0,0,3291.922,3083.8843,1728.8707,0,0,0,0,0
Feature1661,17808.678,0,0,13205.812,0,0,10027.816,19138.758,23023.787,0,16461.586,17085.863,19511.967,22784.303,0,8272.991,0,10944.564,0,0,11029.616,13237.186,4475.4707,12019.0625,11328.681,0,0,0,0,0
Feature1663,0,0,3650.256,727.44037,1153.3406,4204.956,0,2143.2036,4157.163,522.1219,0,0,0,0,0,0,0,0,0,0,1153.9366,0,0,0,0,0,0,0,0,0
Feature1665,4717.628,3890.6028,4623.9937,4191.4575,2573.951,3201.7375,1655.5282,2802.5935,3504.2544,1842.0898,2943.7617,2789.1157,2519.2808,3535.327,3356.7678,0,0,0,1186.2689,0,2141.9573,1145.3464,1187.8691,969.27997,2121.4578,0,0,0,0,0
Feature1667,2442.2913,2249.682,2214.8015,2250.7883,3458.876,1414.9907,900.01385,1540.68,2680.7534,994.52704,0,1222.0278,0,1688.7294,1167.4763,1793.1837,1385.2653,1733.8145,1368.5719,906.1176,0,0,1879.4386,1675.61,0,0,0,0,0,0
Feature1672,3747.0078,0,0,0,1413.051,2902.2756,3780.1719,844.0886,471.26944,900.3182,434.2426,1740.583,0,0,1444.5383,2254.6936,534.02527,0,1568.9486,0,720.4039,0,0,0,1534.9196,0,0,0,0,0
Feature1674,4217.536,1138.6268,4019.7585,2732.345,0,2536.8987,1670.9288,2081.5925,1904.3816,0,0,3239.751,0,4734.1855,2061.8142,2103.6038,5058.067,0,1479.455,1211.673,0,0,2477.7683,1582.0991,0,0,0,0,0,0
Feature1675,1780.6583,0,1523.8257,1550.2693,0,2229.135,0,1405.8768,1358.0596,0,0,1548.0319,412.3575,3556.3887,2198.61,2109.1338,0,0,0,999.5168,0,0,0,1421.0914,0,0,0,0,0,0
Feature1677,0,0,0,0,0,1187.5327,2442.0786,0,0,0,1124.8901,2506.3203,1051.726,5718.867,4610.72,1447.8225,0,0,802.5884,0,0,0,0,0,0,0,0,0,0,0
Feature1678,11794.359,9261.285,0,11058.689,0,10825.323,0,11425.153,11086.355,3523.4417,11395.179,10336.329,9551.382,0,7902.7935,6461.3735,10870.935,6050.6714,9494.8,0,4598.3525,0,3297.9407,0,0,0,0,0,0,0
Feature1680,483.31317,978.49286,891.82007,1678.4574,0,0,0,0,0,0,604.48553,562.5507,0,643.2859,871.08936,680.7245,1296.7115,1120.9401,1021.8021,559.21783,0,495.3525,762.9765,0,0,0,0,0,0,0
Feature1681,1742.242,2541.5168,2961.492,5229.757,1760.7319,623.3637,0,628.8191,1239.0951,1300.0425,2014.646,1841.6743,1367.7151,1934.465,2988.439,2479.5872,4506.025,2500.4092,3795.2112,1883.9662,1137.1871,1651.3474,2366.978,1197.1477,441.25327,0,0,0,0,0
Feature1682,0,0,0,0,0,0,0,0,670.82996,0,2436.8118,1060.3457,1445.0654,3280.4824,1002.8186,0,0,0,0,0,0,1423.8494,0,1332.759,1049.5417,0,0,0,0,0
Feature1686,3127.2144,3011.836,3048.3337,3014.4185,1068.8348,770.1666,0,0,654.0076,0,833.6054,698.0225,529.2097,1004.9369,673.83124,0,553.8,0,0,0,642.5232,994.1145,1412.5503,1147.6245,1260.3701,0,0,0,0,0
Feature1687,3768.9688,4139.157,4031.9646,4241.9785,1304.8203,798.43256,0,573.7885,809.77313,0,1345.9832,1082.4132,623.0567,1549.5826,1053.8417,0,731.6781,0,0,0,953.7231,1707.9327,2046.8783,1814.5405,1659.9886,0,0,0,0,0
Feature1688,1379.7443,0,2806.0186,0,0,1807.5515,1424.8937,2134.9993,2197.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1690,0,0,0,0,0,0,807.9176,781.6928,0,0,793.16675,967.91656,784.0019,664.26166,0,610.8764,0,1228.3152,0,0,723.77527,650.1328,711.1718,641.0744,0,0,0,0,0,0
Feature1691,1667.5842,1963.9657,1549.763,771.9612,1300.6276,1831.9937,2693.24,1210.0375,1284.0266,1264.7761,0,2063.6028,0,1012.0148,1713.085,1606.1578,1562.9397,1541.8661,2038.8436,958.9856,0,0,2146.0217,1458.1543,518.8836,0,0,0,0,0
Feature1693,2427.5466,2892.988,2361.2349,1310.3385,1738.513,2206.0603,3482.8186,1767.8914,1825.9415,1912.1284,462.35223,2935.8096,426.77972,1567.4541,2533.4219,2258.9045,2086.2605,2260.9844,2855.9492,1473.4539,0,0,3092.1475,2269.733,851.224,0,0,0,0,674.6771
Feature1694,2952.7983,3765.9792,3334.4468,2931.3855,3016.2695,3051.272,3422.2642,3054.8015,3288.7446,3499.0022,3423.7527,3737.5647,3688.3005,3366.4795,3803.9568,2906.1,2943.3792,2885.5059,3552.9258,3151.616,3807.144,3582.6875,3700.0588,3211.0342,4053.331,3062.7026,3236.6416,3188.546,3354.747,3229.316
Feature1700,5603.8853,8097.6763,1408.4058,6014.6133,0,0,0,0,0,0,1228.4099,1447.154,825.6286,0,708.118,0,0,0,0,0,0,464.85278,0,0,0,0,0,0,0,0
Feature1708,0,0,0,0,0,0,0,0,0,0,677.43463,0,0,4723.765,2366.1802,1441.979,2658.6213,2050.3208,1158.431,743.2912,0,2954.9397,1549.1693,1363.6638,0,0,0,0,0,0
Feature1709,0,0,0,0,0,0,0,1588.2502,1122.5262,0,0,1014.1935,2070.7812,2283.0698,0,0,0,1435.0104,0,0,0,0,0,1502.6469,1589.3372,0,0,0,0,0
Feature1714,2112.438,1494.3708,2167.0784,2435.062,763.2848,1009.9194,0,685.7856,1244.1332,496.88828,1239.8499,744.7338,845.99634,1894.7399,1523.2926,1411.5751,1196.0524,1651.2097,951.0328,537.4444,1455.2369,1689.804,728.7788,1435.3245,622.3759,0,0,0,0,0
Feature1725,3530.216,2871.9531,3805.2466,4328.13,1587.4313,2367.2598,912.1401,1711.8645,2164.0137,1179.6299,3321.132,2000.5823,2887.0896,4224.3276,3607.5679,2305.8672,2101.7036,2795.3723,1764.1666,911.7128,3237.5312,5099.6855,1600.15,3338.3997,1388.8966,0,0,0,0,0
Feature1726,1093.1152,0,3065.592,0,860.17505,3060.8457,820.54126,964.4715,3541.527,0,0,0,0,0,0,0,0,0,0,0,1183.4865,0,0,0,0,0,0,0,0,0
Feature1727,1757.2266,0,0,1690.2694,0,0,1097.4434,2356.5964,2287.845,0,2348.1372,1881.8585,3122.294,2969.3015,0,870.7441,0,907.27655,0,0,523.9421,2430.985,566.6313,1732.1888,1142.9227,0,0,0,0,0
Feature1729,4167.199,0,0,0,0,1521.3147,3390.7554,0,474.10516,0,0,1049.3237,0,0,465.25153,1208.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1731,22669.945,0,0,0,2448.6086,7397.956,18455.826,2417.5164,2681.485,1590.7897,1350.648,6755.796,907.2842,0,2655.9773,6397.173,0,739.7265,3390.6936,0,1180.96,0,492.3896,0,3592.761,0,0,0,0,0
Feature1732,1544.964,646.42487,4041.7905,968.3041,4298.2725,3310.9233,1403.8389,2440.0564,3180.6995,1249.8647,0,0,0,967.3893,1061.8187,0,0,0,0,729.8818,1790.8507,778.8038,0,727.8896,0,0,0,0,0,0
Feature1733,62726.656,0,0,0,14233.464,30266.807,46980.098,0,0,6622.2993,0,22248.893,0,0,9358.723,26113.979,3088.1116,0,13745.435,2121.8574,0,0,0,0,0,0,0,0,0,0
Feature1734,33139.72,0,0,0,8579.076,15815.015,22695.014,8353.453,0,3992.534,0,11070.241,0,0,10031.819,13188.752,4325.849,0,9768.197,0,0,0,0,0,0,0,0,0,0,0
Feature1737,0,1112.511,786.9382,1454.6117,0,0,0,0,445.76578,0,704.06305,0,437.8571,873.9713,1052.0386,1485.6367,1730.1766,1515.1688,1342.4144,844.61804,0,766.658,982.98175,426.98724,0,0,0,0,0,0
Feature1738,0,1368.9946,709.1071,1708.6809,0,0,0,0,441.4249,0,847.8458,0,594.9246,839.1731,1439.3987,2191.6064,2575.545,2132.8623,2303.7393,1075.1987,596.9383,620.38855,1416.6857,0,0,0,0,0,0,0
Feature1740,810344.5,0,0,670674,0,0,790374.4,916386.06,764143.3,0,885249.25,890553.5,843733.3,758450.44,0,734775.6,0,855874,0,0,762949.8,787966.44,926857.94,777694.8,742095.44,0,0,0,0,0
Feature1743,0,3259.3516,1285.1803,0,0,0,0,0,0,0,0,0,0,0,2444.9065,0,2031.089,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1745,8842.432,4985.901,5030.1875,5609.702,17689.326,10326.581,14515.469,4228.2812,5481.8213,2944.7961,0,12119.945,1251.7588,8358.357,5271.03,16381.833,12257.342,15399.711,3795.3171,3254.4207,0,0,4968.4233,4032.516,1243.135,0,0,0,0,7120.517
Feature1746,0,0,1710.201,0,0,0,0,1221.2795,0,744.6964,0,0,0,0,0,0,0,0,1311.3618,0,0,0,2309.312,1607.797,693.89886,0,0,0,0,0
Feature1747,0,0,2273.6648,0,0,0,0,1793.9412,1565.969,0,0,0,0,0,0,0,0,0,1727.999,0,0,0,3922.9172,2540.1948,939.47174,0,0,0,0,0
Feature1750,1061.1672,962.7658,1202.5927,1907.311,444.72055,0,0,0,504.56555,0,0,1085.7832,562.99286,856.51843,809.3998,1413.496,2094.8186,1458.4657,1661.7065,614.0824,357.20285,655.17035,1547.1091,551.20886,0,0,0,0,0,0
Feature1751,1921.8536,6454.3447,896.3655,2692.102,0,0,0,0,0,0,0,1089.3135,439.38254,771.20905,590.61676,1068.8789,1148.5193,1347.2905,2083.2559,790.08374,0,599.69495,1286.5814,1639.3428,0,0,0,0,0,0
Feature1758,0,0,7064.0947,0,0,0,0,0,0,3256.7332,0,0,0,0,0,0,0,0,5547.418,0,0,1528.304,8185.655,5795.0884,2281.208,0,0,0,0,0
Feature1760,4777.321,4904.137,4715.648,4508.978,1668.5066,1165.1041,0,526.5613,885.4335,0,816.46375,1261.9448,607.05615,1495.8716,1035.9064,0,899.1793,509.58395,0,0,0,959.5266,2190.8557,1535.7749,1116.7703,0,0,0,0,0
Feature1761,1572.6002,712.63794,2317.734,2023.502,1267.1548,1415.2035,0,0,1215.1481,0,0,0,0,8670.348,1590.6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1783,1662.8656,1463.9667,1627.6526,2127.8057,857.25,914.62244,554.0447,810.75256,1041.005,381.07623,1195.9244,1031.9779,1194.7246,2072.2322,1752.009,1507.0928,1696.7229,1763.2825,1411.6865,1171.7762,1156.1302,1739.7896,1035.6543,1230.5519,713.7253,0,415.8455,0,0,416.89572
Feature1787,1395.9894,0,5923.7583,0,0,5314.8804,0,3754.8708,0,1150.3575,0,0,0,0,0,0,0,0,0,0,1452.8057,0,0,0,0,0,0,0,0,0
Feature1790,7513.0005,0,0,0,841.50995,2837.381,6374.075,664.5506,914.2306,475.99368,0,2494.416,0,0,774.8402,2005.7643,0,0,883.6025,0,0,0,0,0,840.3975,0,0,0,0,0
Feature1791,2985.092,2253.4602,0,2310.7822,0,4720.7256,0,3873.395,4093.18,2252.7485,0,1698.6229,0,0,2177.4214,1457.7375,1107.9209,992.23346,0,0,2633.801,0,1453.3225,0,0,0,0,0,0,0
Feature1793,91905.86,9466.718,3945.223,60172.895,14953.717,2843.1167,85431.81,88407.7,73446.41,3913.9492,87665.984,103322.2,85159.016,74490.53,6928.2397,71692.15,6168.544,84224.3,57317.098,15398.744,76924.67,77811.43,102789.14,78948.84,71413.92,0,0,0,0,0
