Feature,Sample1,Sample2,Sample3,Sample5,Sample6,Sample7,Sample8,Sample9,Sample11,Sample12,Sample13,Sample14,Sample15,Sample17,Sample18,Sample19,Sample20,Sample21,Sample23,Sample24,Sample25,Sample26,Sample27,Sample29,Sample30,Sample49,Sample50,Sample51,Sample52,Sample54
Feature684,2602.7822,2275.9849,1507.5801,1482.0789,1737.9995,1827.8469,1584.6915,1702.9617,1390.3047,1329.481,1498.0609,1656.5087,1655.0156,1658.9056,1273.9742,1810.6305,1707.6837,1869.3373,1366.0715,0,1424.5459,1958.3179,1846.2937,1626.7274,1621.9274,1972.1282,1384.4237,1047.784,1154.041,1268.204
Feature685,0,0,0,0,1444.8802,0,0,2809.1755,1558.6185,0,5476.694,3023.4214,4281.877,5932.2007,0,0,0,2479.711,0,0,1899.2614,2460.26,1890.7986,3686.4243,2999.8442,0,0,0,0,0
Feature690,0,1176.2001,0,0,0,0,0,0,0,0,0,0,0,3655.8916,1248.0706,2328.8489,2187.101,2635.7302,2563.4143,1582.2484,0,1049.4971,0,0,0,0,0,0,0,0
Feature697,0,0,0,0,1258.7296,937.02234,0,0,0,1305.305,1481.0675,0,0,1903.6107,0,2235.6594,3037.4707,3436.1375,1997.019,2311.285,2945.9968,1727.3513,2768.9797,3025.8694,2458.0437,2173.5203,1441.019,1010.62415,1322.209,1326.9625
Feature698,4232.3237,6214.21,7751.2236,5599.6035,4946.1597,4348.4365,1053.7491,2181.2979,2991.9343,1875.1455,2959.7068,2491.3142,2728.6882,3754.7048,4775.326,8244.951,15244.787,8557.908,9520.336,14924.863,4993.162,2876.958,2991.8489,2061.5767,4655.3477,0,606.26324,579.2875,562.2014,743.7016
Feature699,5379.979,8268.334,7156.5625,7180.1772,5723.8345,3301.159,1906.674,2924.1548,3154.8875,1938.9584,3486.5215,4234.78,4554.542,3954.893,4304.112,24027.545,49573.426,20165.62,27888.963,28814.14,14661.305,6763.713,5934.7217,3039.4062,15982.418,0,831.60126,0,481.85553,736.2893
Feature700,1731.4658,0,2280.1099,2296.443,907.3446,1196.075,0,1170.1783,2023.7502,878.28845,1013.1098,0,0,967.3234,0,0,1806.9397,0,2338.1492,1724.0303,1489.5574,0,0,0,0,0,0,0,0,0
Feature702,16278.066,11704.04,9409.824,20966.744,14072.641,7971.1606,8206.71,10394.081,10313.938,9497.049,2914.5476,15123.832,2229.8623,30937.713,17245.082,20696.234,22509.238,32020.861,11144.851,11988.759,0,1779.1252,13466.071,14310.799,6555.76,4751.0723,7934.633,876.3715,3251.2131,9966.243
Feature706,3884.2756,2451.1313,2454.6584,3267.2598,7328.343,5238.8403,4347.0767,2435.5393,3220.538,1623.018,0,3301.8406,0,4856.9805,2837.097,5847.5117,5331.348,5856.5913,1744.6836,2127.9822,0,0,0,2109.9827,0,0,3169.5547,0,0,2557.1455
Feature707,4057.487,2681.5364,4703.6743,0,7420.751,4407.891,4086.828,3309.415,5302.5024,1591.6296,0,3976.0486,0,2965.4978,2457.358,5562.4243,5701.209,6146.8643,2289.3809,1763.7687,0,0,2599.2383,2298.9934,421.4415,0,0,0,0,0
Feature708,1216.2485,2358.0059,861.8472,1872.3497,0,0,0,0,0,0,581.8455,987.6219,460.85538,924.52295,987.60657,0,0,0,0,0,0,677.05896,0,480.66336,0,0,0,0,0,0
Feature709,37236.08,29425.084,33169.074,39981.434,57146.215,46446.01,42761.227,26779.424,31587.537,22428.723,16244.619,47792.336,23055.154,52659,41762.375,62248.062,58968.59,74024.734,35347.883,32133.332,24235.383,27189.504,41874.086,40079.984,29992.105,27072.244,43683.71,7192.1475,17945.61,39616
Feature714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093.0935,2396.9038,2471.4426,2496.936,3493.4192,2792.2742,0,0,0,2922.2734,0,0,0,0,0
Feature716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9236.797,10614.26,10258.978,9358.352,12329.752,6818.2856,0,0,0,5618.058,0,0,0,0,0
Feature717,0,0,0,0,3603.5232,0,0,0,0,0,0,0,0,0,0,20397.002,20908.4,12827.908,20872.695,33372.844,21914.438,9367.221,7596.9517,0,27897.96,0,0,0,0,0
Feature718,2754.7717,900.3602,2011.7963,1956.3765,996.90436,1396.3391,0,1375.7683,2331.6182,931.595,1116.6042,1439.5264,3836.332,0,1699.2441,2238.8435,3657.505,2414.375,4487.962,3667.386,1010.5603,894.5896,1547.3423,1208.6539,953.17426,0,0,0,0,0
Feature719,9520.882,9893.184,8908.306,10327.074,8496.318,8373.722,8183.64,8252.801,8108.7363,7327.399,7909.2827,9952.016,9334.861,9279.139,9205.356,14643.96,17190.621,18237.424,16736.197,15134.284,14194.779,7974.4287,9702.738,8330.99,12177.789,6751.835,6790.6826,5717.2314,6900.834,8958.058
Feature720,6759.4604,2257.3071,2404.7695,2241.4834,1518.3765,2956.0852,0,1667.8992,1927.7028,2025.3473,1774.651,968.3784,5482.446,698.60785,1055.7163,1953.1094,3092.9685,2331.8762,2173.8418,2464.0215,1440.4751,2311.661,1433.1532,1707.8142,1445.5719,5815.896,710.96497,0,0,406.62097
Feature721,4317.025,2961.964,3121.3884,3139.0508,2164.76,4021.5327,850.4495,2131.262,2803.532,2574.4636,2230.1702,1245.234,2958.578,1086.4951,1410.5807,3012.703,4580.367,3498.8523,3231.135,3809.9583,2300.5442,2883.3625,2445.752,2507.7314,2205.63,4027.5386,443.56265,0,0,0
Feature722,0,0,1289.0929,0,0,6267.857,2706.613,2330.9468,7583.023,1240.4003,0,0,0,0,0,0,0,0,0,0,692.43146,0,0,0,0,0,0,0,0,0
Feature723,735.31836,467.80032,0,570.12213,0,794.24097,0,0,587.0727,0,0,1068.1194,0,0,608.15186,1152.8799,941.8533,1187.2712,428.20847,0,0,0,561.6782,0,0,479.4589,0,0,0,0
Feature728,4990.0713,3457.8398,3340.144,4311.4507,6503.0303,4547.626,6263.7544,2540.013,3230.8147,1703.2043,1343.7618,6224.942,1999.5085,4832.49,3361.6587,6804.7686,6900.391,7233.5376,3480.0725,2928.0652,922.7005,1292.6855,3159.5735,2859.3367,1592.1697,2161.7468,3994.2559,520.05225,1593.0969,4322.3276
Feature729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.6057,1245.0645,1142.029,1530.5887,2234.3474,0,0,0,2039.6262,0,0,0,0,0
Feature730,2880.299,4060.9897,2165.1274,3691.3555,1498.7279,1573.9045,0,1769.4001,2177.317,1591.641,3374.8794,2594.558,4732.9106,2148.102,3358.8389,7127.907,8902.68,6551.8735,7906.9536,9240.286,4248.533,3312.782,3271.1697,3733.132,5605.885,0,0,0,0,786.08264
Feature731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.916,1831.3307,0,2205.823,1412.9883,0,0,0,0,0,0,0,0,0,0
Feature733,2127.8777,1237.1106,0,1696.2686,0,2421.02,0,1331.4657,1766.4291,941.97424,0,2098.9512,0,0,1541.5742,3111.0037,2769.2163,3080.5916,1140.2886,0,0,0,1567.4945,0,0,1503.4585,0,0,0,0
Feature737,10922.868,8604.572,8423.696,10940.617,2847.762,1922.0627,865.3489,1212.294,1669.5294,769.1776,2934.255,2077.9597,2087.8867,3066.2368,2180.8047,1111.5946,1570.3748,986.3192,1145.7727,984.05963,2854.5579,3331.4644,4098.0317,4599.5454,4903.829,0,0,0,0,0
Feature739,3769.718,3212.5918,3435.0732,3403.9194,2740.7756,3252.4055,2220.6191,2637.5889,3230.905,2804.8748,3581.0288,2761.961,3346.4075,4611.209,3474.0637,3505.1086,4453.824,4285.8306,3317.0354,3533.4138,4179.0195,3654.879,3911.0786,4156.612,3337.107,2971.846,2871.8657,2235.1008,2399.1926,2111.7302
Feature741,5684.0537,0,0,0,1130.1366,3189.3616,1296.2833,1020.4431,882.669,823.4381,0,1434.2919,0,0,663.7859,975.4305,0,0,597.2817,0,0,0,0,0,639.36273,0,0,0,0,0
Feature744,1313.111,1179.1549,2263.2732,1228.4148,731.7411,1202.7543,0,542.37994,1482.2921,0,748.66876,697.20325,0,1009.3577,1286.5896,0,644.34894,0,0,0,0,757.1985,0,710.36865,0,0,0,0,0,0
Feature747,0,733.1567,1173.3362,1021.2662,0,0,1052.6947,1434.8057,723.0952,0,0,1314.3638,1354.1123,1046.1259,0,0,1214.0808,1630.0049,628.7874,0,661.0993,0,0,1734.7869,0,0,0,0,0,0
Feature752,1259.4539,0,10589.399,2917.0786,12277.536,11025.489,2453.964,3652.4722,15893.985,1073.3219,492.0491,2231.518,0,1650.8438,1094.9546,0,0,0,0,0,7979.445,2604.4885,0,0,0,0,0,0,0,0
Feature758,4468.269,1552.6039,12181.828,3298.8206,5906.869,7823.0454,3424.8408,4890.1714,12405.539,1386.3351,1113.7317,0,1074.2139,3089.9116,1843.8512,0,1527.6827,580.8289,0,0,4359.75,2417.1987,850.6993,1392.8138,0,0,0,0,0,0
Feature762,0,341.77136,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.944,2112.8096,1956.3424,2452.975,4320.511,837.0153,0,0,0,1089.2211,0,0,0,0,0
Feature765,8234.554,9375.637,9608.418,8914.951,7975.3228,6938.9653,5246.629,8668.211,6260.639,8157.1978,12931.297,9800.981,15059.246,12806.292,13036.545,13758.762,13198.037,15802.22,10663.679,14478.813,7979.1577,13414.068,13795.184,13942.206,10450.048,0,0,0,0,0
Feature766,46258.145,7696.2124,99461.76,23901.352,45504.21,76200.04,19053.135,49948.78,46424.605,8645.352,7629.7,10498.345,8757.187,27165.852,18858.697,12074.424,13485.977,9075.42,3395.4592,8593.6,19031.941,8868.457,4601.701,8976.869,6461.6353,0,0,0,0,0
Feature770,13042.07,374.94522,0,0,3969.8157,7320.273,9689.424,3076.7393,1919.2292,2012.6454,1045.0022,4410.6816,0,1204.2599,3622.9329,6562.072,1619.1294,0,3295.9436,964.36926,1876.1139,1060.894,0,0,4173.2905,0,0,0,0,0
Feature772,5675.9697,3053.447,4284.9385,4990.124,4493.4434,5420.6606,2997.0342,4457.2925,4804.1216,3955.083,3899.132,3540.3486,5242.589,5361.7153,3967.2083,5948.325,6431.1777,7147.4546,3856.8618,5528.228,5582.2705,5047.4873,4478.7974,5691.04,5821.221,4771.5483,4387.4883,3472.217,2942.7217,3797.4338
Feature773,1330.4519,0,3112.4294,0,1984.9827,6921.548,1932.0908,3198.1372,6918.308,0,0,0,0,1031.9897,0,0,0,0,0,0,1488.8525,0,0,0,0,0,0,0,0,0
Feature774,5888.8403,0,16216.378,2371.1558,7209.5903,24894.021,9764.438,13699.636,22696.33,2585.864,0,1885.2955,0,1918.068,1164.3464,694.1701,725.6566,0,0,922.5355,6883.288,1728.6075,0,0,0,0,0,0,0,0
Feature775,851.01373,825.15436,0,1165.9677,0,0,0,0,0,0,0,0,0,0,625.2876,2246.6763,3111.2761,2506.7993,2349.8203,2327.5664,0,0,646.4023,0,0,0,0,0,0,0
Feature776,0,0,0,0,426.72012,0,0,0,0,0,0,0,0,0,0,1685.6583,1821.6136,1755.5021,2262.6602,3626.425,1198.6285,0,0,0,1420.8641,0,0,0,0,0
Feature777,0,0,0,0,436.84695,0,0,0,0,0,0,0,0,0,0,3343.0999,3609.3567,3652.258,4456.325,8623.909,1999.0056,0,0,0,2157.3804,0,0,0,0,0
Feature784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888607.3,0,1043843,0,0,1572292.6,1354072.5,1056564.5,842461.8,1094619.4,0,0,0,0,0
Feature787,1188550.4,0,0,1117991.8,0,0,1821065.8,1849651.5,1220619.6,0,1815162.2,1912721.2,1855070.8,1065247.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature792,1536.8267,3388.854,1835.3865,3385.3792,2165.0474,1364.165,0,1775.3717,1832.781,3493.1387,6951.092,4646.3936,9700.194,3199.5264,1728.68,7313.318,7163.876,9166.046,10377.323,9453.41,0,0,6085.2983,1349.1359,0,0,0,0,0,0
Feature800,1633.0913,6140.6567,1383.5402,3033.347,0,0,661.6213,547.59656,0,0,878.9069,3280.6418,1255.424,3282.6887,2651.5386,4770.386,4662.9507,3825.2056,4920.247,4291.6704,0,1867.791,2130.9888,3158.9473,1503.6117,0,0,0,0,0
Feature801,91126.164,73906.32,50006.586,45602.277,59270.332,63605.2,52848.426,52021.22,44499.15,41947.6,46534.633,53447.195,48581.168,54177.27,42638.043,59940.8,56530.12,61303.133,44878.13,39278.215,41414.45,60648.22,59770.297,52966.32,49337.93,65784.46,47689.41,31167.295,38690.676,43897.47
Feature804,3410.164,2852.6926,2644.646,2801.6472,3928.3137,3435.1628,3818.7703,2534.366,2767.1692,1848.5496,2029.7623,3849.2688,2737.7688,2749.1697,2716.3828,8486.128,9097.533,6748.3794,8445.458,8656.346,5618.2466,3171.9053,2952.1248,2067.9675,5556.628,1462.8147,2339.1484,1447.7953,1291.8912,2182.5256
Feature805,7053.3203,4788.6714,4857.0435,5788.1978,8344.991,6468.6196,6889.8145,4192.731,5080.4473,3755.0771,4272.369,9380.581,5998.005,9267.619,10304.599,16210.765,14150.475,15221.698,12359.2705,11421.942,5606.452,8618.131,8700.197,6871.604,5780.6226,2629.1938,3552.4814,0,1779.6195,4297.4917
Feature806,3970.435,3061.1099,2903.9604,3192.366,7502.3794,4299.2915,4036.273,2490.5935,3003.533,1893.2013,1786.6029,4693.1816,2782.506,4157.9463,3141.208,29451.857,19291.756,18860.826,21662.963,34725.316,20373.244,9692.298,6973.436,3232.8306,30435.682,1722.8158,3427.4985,0,1395.0195,3256.1536
Feature808,0,14367.129,4593.6934,5042.8813,0,0,0,0,0,0,0,0,0,0,0,0,12551.64,8888.643,2608.0605,0,0,1860.9498,0,0,0,0,0,0,0,0
Feature809,2550.2163,2182.7761,2132.2864,2449.8887,2108.0137,2392.2136,1731.1682,1758.1989,2222.1865,1889.3315,0,2175.668,1928.4861,3140.2798,2534.922,3206.6035,3312.4155,3230.8071,2553.3093,2423.7166,2210.0142,2437.9863,2689.8064,2991.0334,2075.854,1673.0928,1725.8279,1119.0468,1306.1172,1303.3223
Feature810,11262.431,11924.3125,9582.2705,9503.877,9389.16,9366.8,10813.679,8978.947,9272.863,8853.524,9680.19,11295.137,9656.654,9772.009,9859.2705,10246.582,9635.313,10403.987,11885.675,9201.993,10978.725,10428.893,12122.798,9891.359,11075.604,9775.544,8644.018,8212.915,9778.231,10287.693
Feature813,1217.4252,1141.6265,1140.5365,1863.8682,1791.6117,1055.6207,1055.1322,1277.1849,1211.8884,1342.5466,1176.7443,1226.7639,1228.8606,1276.0283,1367.2377,1349.0376,1202.5098,1430.8531,1734.5826,1959.6471,3735.6104,2417.5322,1294.7028,1234.684,4175.182,1194.0883,1148.45,1065.7318,1086.8021,1396.3613
Feature814,6746.144,4525.3057,4435.208,5040.003,1042.7567,1444.6302,891.621,813.8451,2094.7156,1726.1106,4141.4707,2502.8638,3333.7498,6350.783,7562.597,2335.228,1513.1189,2502.9148,1264.8367,1483.1233,1201.2025,0,791.5036,1592.5961,1942.8242,0,0,0,0,0
Feature823,3680.209,4737.0107,9665.304,4371.4565,6768.541,12041.744,4854.032,11181.089,9116.105,5140.3354,6004.2285,5467.9727,6850.688,5557.4907,5741.37,6859.512,7201.5366,7455.562,7831.933,7501.0225,2992.1707,4717.389,6742.8486,4867.1973,0,0,0,0,0,0
Feature824,12621.06,0,0,0,1662.1945,4929.1626,9438.247,1256.486,1483.1365,954.5814,0,3435.9968,0,0,1389.7611,4018.7236,0,0,0,0,0,0,0,0,1700.825,0,0,0,0,0
Feature826,3217.208,5961.054,2566.7725,3798.192,1056.3213,1336.5775,1233.2789,0,1973.1261,1142.5499,4121.6494,3657.1335,7227.152,3021.2542,3486.7708,9000.097,6701.3896,8198.752,8133.9214,8964.247,3052.552,4090.684,3796.105,4413.5776,5460.184,0,0,0,0,0
Feature827,7688.454,2719.7769,23662.8,4702.7397,23563.535,18992.383,6359.6606,11859.098,17905.084,5098.513,0,1822.1842,1000.3709,4072.607,4452.4756,2092.1777,0,803.78186,766.0626,2947.8328,7815.811,3219.2546,1695.0836,3109.2395,778.3851,0,0,0,0,0
Feature835,0,1513.9463,1434.8807,664.6537,0,706.353,0,0,0,0,0,0,473.32214,0,788.8004,2098.7642,7157.8857,1672.76,2532.6123,3757.654,1651.9432,0,596.86017,0,1665.7054,0,0,0,0,0
Feature836,0,1550.8195,1927.7897,0,0,1132.4774,0,0,0,531.13586,0,0,0,0,1315.8563,0,3467.682,0,1082.9634,3956.0793,0,0,0,0,0,0,0,0,0,0
Feature839,1947.6814,1638.4988,2227.0173,1663.1838,1087.3511,1337.8678,0,937.0752,1424.4109,0,882.81555,761.2712,0,1012.0667,1175.0712,0,1089.1152,952.7745,0,0,1239.8011,1290.9858,1200.6113,1141.5961,714.6358,0,0,0,0,0
Feature840,12980.911,9814.688,8816.118,10193.681,8204.517,8777.6,9675.302,10578.436,10591.632,9190.99,11114.082,10425.863,13587.235,10345.47,9491.694,8976.675,8043.996,8799.566,10351.49,8175.9937,10322.926,8142.477,10247.276,9562.595,9650.334,11000.081,7522.297,8165.08,9231.678,8207.034
Feature841,1784.4305,542.4878,3338.014,1761.2761,2102.4072,3838.8936,3045.325,4316.4575,6285.991,619.2454,1139.5641,1489.5544,3100.4978,1454.0172,665.63605,1224.3031,2292.7827,973.2273,1466.1885,1054.2169,5909.5137,921.78314,0,0,1981.6989,0,0,0,0,0
Feature849,1315.1207,0,3349.8027,0,3072.674,1621.6412,0,1721.8163,1319.7871,470.01645,0,1078.6927,484.6512,1256.855,1370.6675,0,0,0,382.01334,0,530.451,0,0,0,0,0,0,0,0,0
Feature852,696.94,0,2577.2534,556.9992,2137.9456,2882.0671,1178.5673,2747.9822,2642.7751,584.4714,0,0,0,0,0,0,0,0,0,0,593.2917,0,0,0,0,0,0,0,0,0
Feature853,38543.773,981.55084,0,426.5295,0,13551.833,0,5092.051,5123.648,3336.9194,2268.5872,10910.439,1616.4863,0,5797.0786,13282.96,912.1906,1088.5875,5851.464,0,2197.8855,0,0,0,0,0,0,0,0,0
Feature856,3808.5564,7237.775,4275.746,0,5292.9907,4160.8433,4293.846,5186.9336,3382.581,5678.42,7443.779,7652.417,7020.1743,5083.1963,5440.953,7999.8926,7857.65,7684.9175,9844.936,7456.2856,7222.7686,7985.612,8963.675,0,0,0,0,0,0,0
Feature859,1982.6653,0,0,2818.412,0,0,2201.3157,3116.8074,3055.5564,0,2727.689,2332.095,2993.7065,3523.389,0,2730.0159,0,2759.6577,0,0,3213.7341,2877.2017,2337.464,2934.2703,3271.1816,0,0,0,0,0
Feature872,26678.188,21707.758,25585.645,29829.928,22484.254,25203.799,15730.499,24398.943,24022.047,19161.293,27100.363,22004.385,32590.973,43345.1,39097.07,56142.27,62762.395,65672.414,46788.008,51883.734,46312.727,34901.254,44858.48,51120.875,53570.367,42712.23,21089.361,15413.798,13042.448,15758.686
Feature873,1932.0201,1402.6888,1509.9297,2150.7197,538.28534,693.83954,0,428.43176,767.76434,0,703.4027,550.103,735.66064,1319.5167,1099.3538,2553.3767,2248.7231,2827.4124,1811.1095,1593.0736,1147.5299,1026.8088,1030.0187,1102.7755,843.32,0,0,0,0,0
Feature877,902.98,0,0,645.8455,0,0,0,0,0,0,0,0,472.83527,0,0,7623.9126,8670.106,8390.577,7437.8047,7473.1562,0,979.8929,3734.456,5528.563,3302.2905,0,0,0,0,0
Feature878,0,0,0,0,1430.2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310.371,4501.0015,1960.1228,0,0,0,0,0,0
Feature879,9185.2,0,0,8012.5757,0,0,10403.419,14571.596,13968.299,0,11568.971,13738.246,16296.074,0,0,0,0,0,0,0,9517.506,0,0,0,0,0,0,0,0,0
Feature880,3288.1675,0,0,4315.3794,0,0,7467.163,6101.688,5670.78,0,7071.108,7704.114,7788.5537,0,0,0,0,5455.045,0,0,4697.911,0,0,0,0,0,0,0,0,0
Feature882,7257.773,1572.4077,6325.4004,8905.541,0,2352.8,0,0,4409.861,0,0,0,4150.1943,2890.684,2725.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature883,0,1231.8195,2630.833,0,0,1115.7076,0,0,5331.6606,872.0643,0,0,0,1726.2916,2335.6482,0,0,0,0,1141.8118,0,0,0,0,0,0,0,0,0,0
Feature884,664.08624,0,6498.428,0,7764.7773,16744.32,2818.3086,5807.9033,13531.431,1173.5074,0,5485.8257,0,0,777.98804,0,0,0,0,0,3570.7896,1465.0867,0,0,0,0,0,0,0,0
Feature890,1632.4635,1176.0942,1140.7382,1874.3175,0,0,0,1053.9098,1030.463,926.69543,0,1290.5925,0,2564.686,1651.3649,1578.0295,1883.1002,2388.2332,1128.8654,1157.3156,0,0,1688.7019,1689.7185,766.10156,0,0,0,0,0
Feature893,4650.54,3543.6497,4422.957,4624.966,6364.5957,5297.241,4809.456,3358.2178,3683.6758,2686.302,1820.5238,5453.234,2797.802,6528.922,4513.3335,6707.1997,6524.0947,7268.6255,3513.1104,3461.3823,2792.139,3226.9424,5031.59,4380.9976,3593.3818,2805.9685,4409.4893,0,1864.5547,4388.9985
Feature894,5694.4814,5788.849,10827.962,7310.505,16633.24,10701.173,5603.9688,7372.037,10044.003,0,4007.129,3991.421,2263.804,4144.938,4173.1436,5428.623,0,3199.6328,2547.1658,2580.0542,7541.4604,6633.337,4476.4062,5243.291,4513.707,0,0,0,0,0
Feature895,10528.67,0,0,0,1577.9719,3762.606,7932.091,1453.9382,1511.2059,933.1162,854.67755,3165.6528,901.9713,744.0679,2107.6492,3925.5461,559.7379,0,1758.8206,538.27124,866.3194,490.07553,0,0,2116.568,0,0,0,0,0
Feature896,6514.2666,45258.04,13262.236,16024.721,1788.9719,3215.8765,1397.8496,4637.931,3256.266,0,2715.7205,10009.5625,4529.651,11625.718,9433.103,8064.8154,29349.512,25562.373,8574.045,3383.5461,0,9248.255,6383.016,7886.3906,1842.5078,0,0,0,0,0
Feature899,0,0,4211.483,5612.735,1118.179,1862.9286,676.8854,0,1080.0007,766.1271,3040.9219,2423.2173,2650.088,0,2591.093,4498.3896,2685.0044,3754.5095,3265.1807,2018.0319,2858.3381,2111.5483,2487.1792,3530.2048,2717.9646,0,0,0,0,0
Feature900,3760.582,5017.576,3317.045,3777.9854,2295.6587,2763.231,2136.9746,3065.3896,2082.0876,2449.5986,3697.6,3378.7993,3625.5103,3267.8757,3135.5012,3894.636,3452.4895,3728.7407,4604.8667,3131.1726,3519.8174,3883.222,3925.217,4036.645,3598.3906,0,0,0,0,0
Feature901,1542.8647,0,10865.352,785.5562,7249.2407,8989.293,1734.2833,5332.1704,6949.35,1333.3013,0,0,0,985.23834,0,0,0,0,0,0,1691.8372,0,0,0,0,0,0,0,0,0
Feature907,25372.027,25815.793,20346.453,29949.254,3544.4714,6406.754,3226.527,5699.1245,5706.0874,2102.075,8418.338,12867.777,8051.434,26870.059,22498.293,11178.143,14159.6455,9710.927,9130.509,2766.8657,893.4896,14771.776,6970.3794,8597.797,1082.4415,0,0,0,0,0
Feature912,0,0,0,0,9696.436,10200.564,0,15567.057,17205.145,0,0,9423.277,0,14504.884,13381.8125,0,0,0,0,0,7952.979,9415.032,0,6959.4424,0,0,0,0,0,0
Feature914,29608.373,13717.651,0,18253.934,0,62265.45,0,42312.973,49547.527,13995.849,4025.7651,9611.739,4627.119,0,15185.559,8749.411,6275.7295,5261.994,3993.2068,0,17221.635,0,7359.5137,0,0,0,0,0,0,0
Feature918,6847.1978,3319.3035,2476.9292,3689.4556,2761.062,1493.36,1015.12665,1707.48,3105.6028,3374.233,6515.1226,9558.157,15689.777,14988.003,15145.058,22232.746,24404.604,29714.564,27704.033,19805.342,10774.863,14752.749,21631.84,11785.637,8088.1787,0,0,0,0,0
Feature919,5172.376,3095.5222,3213.0269,3786.095,3288.13,2750.887,2718.7012,2895.387,2860.209,2135.558,2510.1943,3223.1824,3380.6047,2815.9773,2612.0537,5013.0146,3692.8582,5680.375,4088.7131,3433.297,3284.056,3189.8743,2830.9036,2887.5205,2719.628,1959.5688,1824.9773,1359.6581,1851.7803,2126.7358
Feature922,2751.1458,1537.4872,2069.6248,1661.073,3577.2266,3887.2393,2349.011,2029.5281,2392.1313,1226.9203,0,1671.0618,0,3254.3276,2121.2117,2978.0435,4021.884,3946.6501,1541.8599,1331.9542,0,0,2133.616,2080.546,682.02527,731.07404,1235.6115,0,0,1214.2506
Feature923,8654.332,6045.7905,6398.0986,8378.408,2756.0708,1746.3168,1112.2412,1788.7323,4471.2104,1358.6257,7154.051,3519.2686,3965.8008,5778.07,4549.2793,2325.1013,3068.4673,3404.1616,2178.153,2026.4647,2409.2854,3822.2732,4136.257,4658.627,2574.4556,0,0,0,0,0
Feature929,14835.804,0,0,0,0,5769.053,0,1866.0868,1947.7428,991.69775,0,3990.7095,0,0,1812.1877,4908.3164,0,0,1654.6135,0,556.3828,0,0,0,0,0,0,0,0,0
Feature931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230.0051,0,2356.488,2621.1816,4817.183,3045.488,1341.5564,1068.6449,0,4377.6284,0,0,0,0,0
Feature932,526.11456,523.4363,447.04352,0,671.2144,532.76416,560.7237,630.0062,392.27106,0,522.442,0,0,484.6248,0,1392.1094,1634.9281,1213.5155,1790.9783,2132.226,1211.2389,604.237,0,0,1222.107,0,0,0,0,0
Feature933,935.7394,1039.0175,1084.4177,2086.439,522.53064,0,0,0,0,0,1140.0869,0,0,0,0,636.45013,780.5694,0,919.20404,0,0,0,0,0,0,0,0,0,0,0
Feature936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.9844,1377.7512,1286.6189,1503.1779,2645.2363,2362.0715,0,0,0,2669.687,0,0,0,0,0
Feature937,1594.8768,5592.9614,787.43164,1367.1035,0,0,0,0,0,0,1524.3036,0,0,5714.869,6595.274,1950.5701,2109.832,2811.015,1335.3671,467.78543,0,841.3534,605.0059,2200.655,0,0,0,0,0,0
Feature939,565.3366,576.7549,538.9981,553.292,0,712.57526,0,0,593.6147,0,0,0,0,649.27167,632.4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature940,5361.1235,5555.3447,4782.8984,5422.142,1300.0109,2421.3467,1078.1764,2037.8364,2397.343,971.0628,2213.3752,1995.5419,1798.5837,4993.639,5407.0386,2979.2124,3935.7166,2446.2727,2477.8833,415.84613,0,0,2922.1655,4304.1235,0,0,0,0,0,0
Feature945,3238.4766,1319.153,4163.57,3488.315,1612.3956,2501.702,1819.6527,1418.7347,13071.87,1494.4073,1132.985,0,1530.6844,1808.6478,3150.3376,1181.9038,2193.7854,1696.5817,1295.6149,0,0,0,0,0,1388.8529,0,0,0,0,0
Feature946,0,0,8529.04,2956.7405,0,9311.786,5106.5645,6067.129,29399.84,4868.7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature948,3394.1956,5473.8184,0,4532.678,3616.5781,7231.912,4429.301,0,7364.1475,0,4697.4663,4539.724,5300.293,5349.049,5728.1377,4045.7605,6439.9224,4964.845,4470.8022,3036.1233,0,0,3168.1812,3531.7522,0,0,0,0,0,0
Feature950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.18,1931.7899,2245.535,1968.5685,5191.323,2237.0637,0,0,0,2654.9692,0,0,0,0,0
Feature956,0,0,1149.742,1362.9812,0,963.22626,1059.3947,0,5353.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature957,2695.6594,1288.4388,3238.3347,2478.7466,1711.4882,2398.6743,948.17365,1522.7139,2824.6748,0,2059.4807,1252.392,1983.6188,2027.2313,2183.3838,0,2053.1052,0,1165.6993,1107.933,2551.809,1677.4297,1644.5833,1466.8444,2636.874,0,0,0,0,0
