formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C17H29ClN10O6	[M - H]-	C17H28ClN10O6-		0,734	118,605	110,129	8,476	43	0,826	-2,738	2,949	-0,536		503,188	478	7,968	694882187565598897	694877455748489349	3115	
1	C10H16N3O4	[M - H]-	C10H15N3O4-		1,000	94,413	94,413	0,000	22	0,405	3,115	5,432	2,553		241,107	478	7,971	694882165226732715	694877382423657077	1180	
1	C10H20N3O4	[M - H]-	C10H19N3O4-		1,000	120,006	118,080	1,926	25	0,518	0,396	5,977	3,530		245,139	478	7,971	694882184013022711	694877383946189714	1237	
1	C12H17NO2	[M - H]-	C12H16NO2-		0,999	55,311	55,311	0,000	11	0,236	-2,419	6,018	-2,453		206,118	479	7,975	694882165839101274	694877370310505334	824	
1	C12H19NO3	[M - H]-	C12H18NO3-		0,995	124,788	124,753	0,035	26	0,559	-3,460	5,260	-1,370		224,129	479	7,983	694882196835012287	694877375742129899	1001	
1	C12H15N3O3S	[M - H]-	C12H14N3O3S-		1,000	120,242	120,242	0,000	32	0,565	0,086	7,320	5,942		280,078	479	7,985	694882200303701857	694877393236574594	1541	
1	C7H16N3O3	[M - H]-	C7H15N3O3-		1,000	46,020	46,020	0,000	11	0,367	8,535	9,833	4,442		189,113	480	7,994	694882196801457838	694877364266512355	641	
1	C5H10N2O6S2	[M - H]-	C5H9N2O6S2-		0,803	26,535	26,535	0,000	8	0,192	2,989	3,963	6,589		256,992	480	7,995	694882222453827055	694877386160782601	1312	
1	C18H32O6	[M - H]-	C18H31O6-		0,975	104,475	100,631	3,845	27	0,692	-1,468	4,232	-2,338		343,212	480	7,996	694882210877543063	694877421552324597	2274	
1	C9H12O3S	[M - H]-	C9H11O3S-		0,885	39,371	39,371	0,000	8	0,570	-0,468	3,531	0,458		199,044	480	7,997	694882210957234884	694877367139611025	727	
1	C16H16N6O6	[M - H]-	C16H15N6O6-		1,000	123,858	121,224	2,634	31	0,610	0,567	5,088	8,510		387,109	480	8,001	694882225809270869	694877434365924939	2596	
1	C9H14O4	[M - H]-	C9H13O4-		0,960	8,667	8,667	0,000	1	0,071	10,144	10,144	-3,741		185,081	480	8,008	694882220717384926	694877361846398582	568	
1	C8H8O3	[M - H]-	C8H7O3-		1,000	20,013	18,434	1,579	1	0,383	2,009	2,009	2,730		151,040	481	8,011	694882220872574216	694877350685354138	268	
1	C16H28N7O4	[M - H]-	C16H27N7O4-		1,000	134,000	128,831	5,168	41	0,646	0,619	3,700	-2,416		381,212	481	8,017	694882219647836989	694877433535452632	2573	
1	C6H12O5	[M - H]-	C6H11O5-		0,718	9,852	9,852	0,000	1	0,075	7,008	7,008	3,606		163,062	482	8,028	694882225121404948	694877354892241600	378	
1	C8H8NO4S	[M - H]-	C8H7NO4S-		0,816	13,368	13,368	0,000	5	0,196	-2,527	2,527	7,149		213,012	482	8,030	694882225687636033	694877371837232255	877	
1	C10H16N3O3	[M - H]-	C10H15N3O3-		1,000	53,110	51,518	1,592	13	0,508	-4,320	7,693	4,887		225,113	482	8,031	694882221308781880	694877376195114816	1018	
1	C14H28N6O7	[M - H]-	C14H27N6O7-		0,990	155,741	154,705	1,036	38	0,693	2,994	4,961	2,554		391,196	482	8,034	694882231509330409	694877434881824416	2613	
1	C12H20O5	[M - H]-	C12H19O5-		0,715	113,677	108,417	5,260	17	0,411	1,009	7,050	-0,976		243,124	482	8,035	694882229319903638	694877383207992070	1209	
1	C18H35NO6	[M - H]-	C18H34NO6-		0,999	54,853	54,853	0,000	28	0,719	-4,748	5,617	-2,141		360,238	482	8,041	694882233367407133	694877426983949007	2420	
1	C14H26N6O6	[M - H]-	C14H25N6O6-		1,000	186,439	184,281	2,158	46	0,822	1,203	6,440	5,772		373,186	483	8,043	694882241370140482	694877431530575015	2512	
1	C21H30N4O8	[M - H]-	C21H29N4O8-		1,000	68,317	65,299	3,018	33	0,577	-1,662	4,514	-5,046		465,197	483	8,043	694882243098193956	694877450950204863	2973	
1	C11H18N6O5	[M - H]-	C11H17N6O5-		0,500	41,082	41,082	0,000	16	0,239	0,535	3,829	6,096		313,129	484	8,064	694882239918911052	694877406515742950	1917	
1	C9H17NO3	[M - H]-	C9H16NO3-		1,000	48,764	48,764	0,000	10	0,455	1,448	5,142	-0,462		186,113	484	8,075	694882240703246059	694877363020803882	604	
1	C18H34N2O5	[M - H]-	C18H33N2O5-		1,000	44,603	39,630	4,973	21	0,871	3,568	5,282	-1,332		357,239	485	8,079	694882241609215876	694877426543547027	2408	
1	C21H32N4O8	[M - H]-	C21H31N4O8-		0,988	98,224	93,538	4,686	34	0,749	-2,022	3,743	-5,281		467,212	485	8,080	694882241789570995	694877451403189755	2985	
1	C8H14O	[M - H]-	C8H13O-		1,000	7,213	4,500	2,713	0	0,000			3,129		125,098	486	8,094	694882237066783998	694877341806011635	81	
1	C9H7NO	[M - H]-	C9H6NO-		1,000	53,823	51,642	2,181	7	0,786	-4,640	6,000	0,851		144,046	486	8,094	694882242578100206	694877348298794862	208	
1	C9H16O4	[M - H]-	C9H15O4-		0,547	84,939	79,841	5,097	13	0,520	4,120	11,949	-0,227		187,098	486	8,095	694882247745483337	694877363180187459	609	
1	C9H14O3	[M - H]-	C9H13O3-		1,000	13,879	11,364	2,515	3	0,032	-2,701	5,095	-0,638		169,087	486	8,095	694882252803814373	694877356209253241	415	
1	C11H14O4	[M - H]-	C11H13O4-		0,765	39,268	37,012	2,256	7	0,193	2,807	10,161	-7,951		209,080	486	8,098	694882253416182782	694877370826404821	843	
1	C17H28O9	[M - H]-	C17H27O9-		0,983	49,023	45,524	3,499	20	0,712	1,793	4,144	0,917		375,166	486	8,100	694882274547090644	694877431815787727	2520	
1	C4H6O6	[M - H]-	C4H5O6-		0,910	4,500	4,500	0,000	0	0,000			5,426		149,010	486	8,101	694882266435303396	694877349703886877	243	
1	C5H10O6	[M - H]-	C5H9O6-		1,000	39,685	39,685	0,000	7	0,341	-5,101	9,540	2,172		165,041	486	8,103	694882266397554644	694877355403946753	391	
1	C13H18O5S	[M - H]-	C13H17O5S-		0,996	26,433	26,433	0,000	15	0,711	-6,094	6,829	-2,800		285,079	487	8,109	694882269555866228	694877394335482422	1577	
1	C24H26O11	[M - H]-	C24H25O11-		0,993	70,901	67,278	3,623	24	0,746	-0,411	3,212	-0,583		489,140	487	8,119	694882285099960236	694877454263705503	3069	
1	C8H14N3O2	[M - H]-	C8H13N3O2-		0,869	67,023	65,475	1,548	18	0,564	5,517	12,204	6,143		183,102	487	8,120	694882268293380370	694877361347276331	553	
1	C18H32O6	[M - H]-	C18H31O6-		1,000	131,832	131,832	0,000	29	0,676	-2,060	3,758	-1,201		343,212	488	8,134	694882274815526145	694877421661376511	2276	
1	C7H16N3O2	[M - H]-	C7H15N3O2-		1,000	22,529	20,450	2,079	7	0,154	-8,690	11,270	6,670		173,118	488	8,137	694882268083665108	694877358281239702	472	
1	C13H16N4O4S	[M - H]-	C13H15N4O4S-		1,000	88,550	88,550	0,000	23	0,397	-2,739	3,977	-1,732		323,081	488	8,140	694882275453060378	694877412308077415	2043	
1	C8H14O3	[M - H]-	C8H13O3-		0,999	13,190	10,955	2,235	1	0,077	2,983	2,983	-0,305		157,087	488	8,140	694882266791819294	694877352983833010	324	
1	C7H14O3	[M - H]-	C7H13O3-		1,000	13,201	10,588	2,613	3	0,086	-7,577	7,577	-1,019		145,087	489	8,151	694882284785387408	694877348911163316	222	
1	C12H24N3O4	[M - H]-	C12H23N3O4-		0,972	129,899	126,719	3,180	38	0,661	-0,342	4,799	2,984		273,170	489	8,158	694882289571089003	694877391886008486	1497	
1	C8H16O3	[M - H]-	C8H15O3-		1,000	25,175	23,172	2,003	3	0,048	-0,743	3,201	-1,558		159,102	490	8,162	694882300576943194	694877353722030614	344	
1	C7H14O	[M - H]-	C7H13O-		0,999	4,324	4,324	0,000	0	0,000	-3,595	3,595	3,416		113,098	490	8,164	694882298274270132	694877339352343580	38	
1	C9H17NO2	[M - H]-	C9H16NO2-		0,990	2,000	2,000	0,000	0	0,000			-1,424		170,118	490	8,165	694882300065237989	694877356569963440	426	
1	C20H38N2O6	[M - H]-	C20H37N2O6-		0,998	80,249	80,249	0,000	42	0,775	0,521	4,513	-2,643		401,265	490	8,166	694882304024661298	694877437926889565	2702	
1	C16H34N4O4S	[M - H]-	C16H33N4O4S-		0,984	86,523	86,523	0,000	40	0,756	-3,426	5,321	-5,594		377,221	490	8,168	694882310664245168	694877432214246667	2532	
1	C22H30N4O8	[M - H]-	C22H29N4O8-		1,000	77,627	75,744	1,883	41	0,790	-1,711	4,031	-5,862		477,196	490	8,174	694882330205509484	694877452686646974	3024	
1	C17H20N2O2	[M - H]-	C17H19N2O2-		0,497	61,777	58,312	3,465	23	0,707	-0,884	2,587	-0,676		283,145	491	8,178	694882318847333144	694877394142544408	1571	
1	C7H6O2	[M - H]-	C7H5O2-		1,000	6,989	4,500	2,489	0	0,000			4,189		121,030	492	8,200	694882314820800961	694877341172671666	68	
1	C19H28N4O5	[M - H]-	C19H27N4O5-		0,902	98,120	98,120	0,000	38	0,723	0,000	3,587	-6,528		391,196	492	8,200	694882316989256356	694877434906990245	2614	
1	C12H24N3O5	[M - H]-	C12H23N3O5-		1,000	83,284	83,284	0,000	29	0,656	-0,224	7,578	2,803		289,165	493	8,214	694882316045537890	694877395543442174	1617	
1	C12H20O5	[M - H]-	C12H19O5-		1,000	197,689	194,598	3,091	29	0,626	-5,520	6,705	-0,976		243,124	493	8,222	694882309074603910	694877383182826241	1208	
1	C9H18N3O4	[M - H]-	C9H17N3O4-		1,000	149,428	146,414	3,014	27	0,530	-0,436	4,804	3,961		231,123	494	8,228	694882315995206222	694877380368447717	1100	
1	C9H18O4	[M - H]-	C9H17O4-		0,848	27,769	25,349	2,420	4	0,258	4,905	10,490	-2,711		189,113	494	8,231	694882315009544676	694877364237152222	640	
1	C13H26N6O7	[M - H]-	C13H25N6O7-		0,999	214,712	212,169	2,543	41	0,689	-0,980	4,397	4,001		377,181	494	8,236	694882325184927287	694877432184886534	2531	
1	C10H20N6O3	[M - H]-	C10H19N6O3-		1,000	61,633	61,633	0,000	21	0,301	2,120	4,101	7,700		271,155	495	8,242	694882331900008427	694877390950678529	1464	
1	C14H26N6O8	[M - H]-	C14H25N6O8-		0,607	116,979	116,979	0,000	40	0,725	-0,775	4,644	4,059		405,176	495	8,252	694882331799345103	694877438539258044	2721	
1	C24H26O11	[M - H]-	C24H25O11-		0,499	80,771	77,356	3,415	23	0,700	-4,802	4,802	0,991		489,141	495	8,254	694882337172249826	694877454309842852	3070	
1	C20H40N3O9	[M - H]-	C20H39N3O9-		0,991	48,077	42,940	5,137	35	0,796	0,595	3,770	-0,405		465,269	495	8,255	694882336572463932	694877451046673870	2976	
1	C7H16N3O3S	[M - H]-	C7H15N3O3S-		0,798	105,587	105,587	0,000	32	0,684	0,017	7,723	-12,126		221,081	495	8,256	694882339336511332	694877374743885382	968	
1	C18H26N4O4	[M - H]-	C18H25N4O4-		0,917	111,391	109,539	1,852	35	0,734	-3,872	6,289	-4,482		361,187	495	8,258	694882344348705096	694877427449516821	2434	
1	C11H20N6O5	[M - H]-	C11H19N6O5-		1,000	144,979	142,628	2,351	40	0,667	0,158	5,524	6,628		315,144	495	8,258	694882343585341676	694877407400741219	1942	
1	C8H14O2	[M - H]-	C8H13O2-		0,998	5,350	4,500	0,850	0	0,000			1,040		141,092	496	8,260	694882343648256272	694877347417990922	188	
1	C9H8N3O2S	[M - H]-	C9H7N3O2S-		1,000	60,678	60,678	0,000	20	0,293	-1,916	4,425	-5,954		221,025	496	8,260	694882348748530351	694877374634833458	964	
1	C18H28N3O4	[M - H]-	C18H27N3O4-		1,000	214,736	211,747	2,989	44	0,765	0,907	4,336	0,587		349,201	496	8,262	694882367144755032	694877424190542153	2342	
1	C8H14N3O2	[M - H]-	C8H13N3O2-		1,000	36,256	34,053	2,203	7	0,409	-5,976	7,490	7,017		183,103	497	8,279	694882334508865848	694877361447939642	556	
1	C18H24N4O5	[M - H]-	C18H23N4O5-		1,000	154,731	152,220	2,511	40	0,720	-3,698	5,100	-4,567		375,166	497	8,280	694882346231947819	694877431782233290	2519	
1	C19H24N4O7	[M - H]-	C19H23N4O7-		0,614	46,510	46,510	0,000	24	0,762	0,687	4,703	-5,016		419,155	497	8,280	694882349679666169	694877441982781919	2777	
1	C13H18N4O4S	[M - H]-	C13H17N4O4S-		0,918	139,718	139,718	0,000	39	0,712	0,215	4,752	-3,813		325,096	497	8,283	694882371833987505	694877413180492772	2068	
1	C19H31N5O4	[M - H]-	C19H30N5O4-		1,000	138,393	135,593	2,800	42	0,739	-0,648	4,040	-5,425		392,228	497	8,291	694882374690309324	694877435045402302	2619	
1	C12H24N3O4	[M - H]-	C12H23N3O4-		1,000	111,319	108,841	2,478	38	0,518	3,592	7,157	3,607		273,170	497	8,291	694882365081156759	694877391948923056	1499	
1	C12H22N6O6	[M - H]-	C12H21N6O6-		0,998	171,614	171,614	0,000	42	0,783	0,606	4,313	5,835		345,155	498	8,294	694882369845887092	694877422730924131	2296	
1	C9H8O2	[M - H]-	C9H7O2-		1,000	61,681	61,024	0,658	8	0,509	7,619	9,218	0,183		147,045	498	8,295	694882365332815094	694877349297039334	232	
1	C13H20N3O5	[M - H]-	C13H19N3O5-		1,000	108,202	106,456	1,746	33	0,333	1,921	4,455	4,142		297,134	498	8,301	694882368486932519	694877400035542280	1719	
1	C10H14N3O2	[M - H]-	C10H13N3O2-		0,999	43,607	43,607	0,000	12	0,252	-0,843	5,319	6,735		207,103	498	8,305	694882365584473434	694877370604106669	835	
1	C9H18O3	[M - H]-	C9H17O3-		1,000	93,607	90,620	2,987	16	0,335	-1,999	5,076	-0,624		173,118	499	8,312	694882365076962450	694877358373514405	475	
1	C7H12O	[M - H]-	C7H11O-		1,000	4,369	4,369	0,000	0	0,000	2,786	2,786	7,557		111,082	499	8,314	694882365454449972	694877338786112505	31	
1	C8H12O3	[M - H]-	C8H11O3-		1,000	23,023	20,752	2,271	3	0,137	-0,601	7,077	-1,018		155,071	499	8,315	694882370265317553	694877352254024009	303	
1	C20H30N4O6	[M - H]-	C20H29N4O6-		1,000	71,367	69,168	2,199	33	0,779	-1,065	3,847	-3,723		421,208	499	8,322	694882371473277251	694877442238634498	2784	
1	C7H14N3O2	[M - H]-	C7H13N3O2-		0,986	61,278	58,764	2,514	9	0,198	-0,511	5,229	7,041		171,103	499	8,324	694882367694209035	694877356947450860	438	
1	C17H34N6O10	[M - H]-	C17H33N6O10-		1,000	107,466	106,204	1,262	43	0,806	3,691	5,156	1,528		481,227	500	8,328	694882386920901027	694877453345152802	3044	
1	C30H40N10O8	[M - H]-	C30H39N10O8-		1,000	99,699	99,699	0,000	41	0,807	0,742	2,975	0,492		667,296	500	8,331	694882403542929421	694877466427188747	3396	
1	C18H32O6	[M - H]-	C18H31O6-		1,000	114,198	111,824	2,374	32	0,678	-2,881	4,275	-0,648		343,212	500	8,332	694882382349109307	694877421720096772	2277	
1	C14H29N6O4	[M - H]-	C14H28N6O4-		1,000	92,408	92,408	0,000	32	0,639	1,961	4,804	-4,683		344,216	500	8,337	694882375885686112	694877422433128502	2287	
1	C8H8O2	[M - H]-	C8H7O2-		1,000	7,510	4,500	3,010	0	0,000			1,236		135,045	501	8,347	694882388812532273	694877345798989383	149	
1	C12H16N4O2S	[M - H]-	C12H15N4O2S-		0,977	92,707	92,707	0,000	25	0,566	-2,907	6,142	-5,017		279,091	501	8,349	694882393522736100	694877392838115649	1528	
1	C21H34N4O7	[M - H]-	C21H33N4O7-		1,000	81,808	79,293	2,515	37	0,735	-3,164	5,194	-5,964		453,233	501	8,355	694882393220746065	694877449893240100	2942	
1	C23H38N4O9	[M - H]-	C23H37N4O9-		0,999	42,526	42,526	0,000	26	0,737	-5,618	6,560	-4,330		513,254	502	8,359	694882407611405213	694877457182941482	3148	
1	C18H21NO5	[M - H]-	C18H20NO5-		0,998	89,879	84,189	5,690	34	0,837	-1,914	4,247	-0,443		330,135	502	8,364	694882408244745296	694877416204586401	2157	
1	C9H14N3O4	[M - H]-	C9H13N3O4-		1,000	106,233	104,097	2,136	24	0,584	3,126	6,646	3,151		227,092	502	8,365	694882397859647209	694877376627128203	1033	
1	C14H26N6O6	[M - H]-	C14H25N6O6-		1,000	189,678	188,763	0,915	43	0,755	0,695	5,570	4,191		373,186	502	8,374	694882409519814012	694877431488631970	2511	
1	C16H26N6O4	[M - H]-	C16H25N6O4-		1,000	133,233	133,233	0,000	43	0,774	0,905	4,973	2,254		365,195	503	8,377	694882411851847205	694877428275794854	2463	
1	C12H18O4	[M - H]-	C12H17O4-		0,994	124,674	124,674	0,000	20	0,536	-1,279	7,510	-2,544		225,113	503	8,378	694882409477870951	694877376136394550	1016	
1	C11H10N2O3S	[M - H]-	C11H9N2O3S-		0,997	79,960	79,960	0,000	18	0,536	-3,310	5,874	-6,050		249,032	503	8,380	694882408097944549	694877384403368935	1254	
1	C10H22N6O3	[M - H]-	C10H21N6O3-		0,998	123,011	121,509	1,503	37	0,682	6,043	6,306	8,522		273,170	504	8,394	694882407489770353	694877391978283189	1500	
1	C7H14O3	[M - H]-	C7H13O3-		0,993	18,678	15,793	2,885	4	0,153	1,910	9,023	0,566		145,087	504	8,395	694882407720457145	694877349020215235	225	
1	C40H38N4O5	[M - H]-	C40H37N4O5-		0,921	53,828	53,828	0,000	28	0,625	0,779	2,546	4,923		653,280	504	8,398	694882419112188359	694877465688991133	3374	
1	C11H10N3O3S	[M - H]-	C11H9N3O3S-		0,997	81,586	78,419	3,167	25	0,601	-3,489	5,662	-4,907		263,036	504	8,402	694882417946171768	694877388291489348	1375	
1	C9H14N3O4S	[M - H]-	C9H13N3O4S-		0,997	83,125	83,125	0,000	34	0,701	-2,490	6,733	-8,668		259,061	504	8,403	694882420085267076	694877387192581535	1342	
1	C12H22O4	[M - H]-	C12H21O4-		0,632	81,484	81,406	0,078	12	0,294	1,780	6,961	-2,369		229,144	505	8,409	694882419032496566	694877377612789803	1065	
1	C9H18O4	[M - H]-	C9H17O4-		1,000	52,164	51,025	1,139	7	0,202	10,505	11,598	-1,653		189,113	505	8,410	694882441916620934	694877364333621229	643	
1	C12H16O3	[M - H]-	C12H15O3-		1,000	113,961	113,961	0,000	18	0,531	-2,141	6,475	-2,791		207,102	505	8,411	694882441358778324	694877370578940840	834	
1	C11H18N3O4	[M - H]-	C11H17N3O4-		1,000	108,676	106,955	1,721	25	0,566	2,440	7,216	1,315		255,123	505	8,415	694882444953297303	694877385737157832	1299	
1	C16H28N3O5	[M - H]-	C16H27N3O5-		0,939	97,144	97,144	0,000	37	0,705	-1,867	4,176	2,874		341,197	505	8,422	694882442776453324	694877420931567520	2257	
1	C6H14N3O3	[M - H]-	C6H13N3O3-		1,000	61,176	57,439	3,737	13	0,264	-2,144	8,617	7,025		175,097	505	8,422	694882441417498605	694877358839082219	489	
1	C19H23N5O2	[M - H]-	C19H22N5O2-		0,538	59,229	55,525	3,704	28	0,751	-3,512	4,416	-4,653		352,176	505	8,423	694882439945297696	694877425188786640	2369	
1	C21H28N4O5	[M - H]-	C21H27N4O5-		0,838	88,356	88,356	0,000	35	0,709	-2,195	4,352	-5,644		415,196	505	8,424	694882437617458803	694877441735317938	2768	
1	C8H8N4O2S	[M - H]-	C8H7N4O2S-		0,993	66,451	66,451	0,000	19	0,399	-0,927	7,593	-6,860		223,028	506	8,429	694882439702028011	694877375394002607	989	
1	C11H22O4	[M - H]-	C11H21O4-		1,000	61,016	61,016	0,000	25	0,780	-6,005	7,102	-9,868		217,142	506	8,435	694882443044888826	694877374064408014	944	
1	C10H16N3O4	[M - H]-	C10H15N3O4-		1,000	49,403	49,403	0,000	15	0,435	1,007	5,465	3,258		241,108	507	8,443	694882445016211883	694877382453017210	1181	
1	C6H8N6O	[M - H]-	C6H7N6O-		0,921	14,226	14,226	0,000	3	0,064	10,142	10,142	10,373		179,071	507	8,445	694882447469879838	694877360168676732	518	
1	C21H32N4O8	[M - H]-	C21H31N4O8-		1,000	104,484	100,748	3,735	37	0,744	1,428	6,054	-5,602		467,212	508	8,462	694882460736464229	694877451310915057	2983	
1	C19H28N4O5	[M - H]-	C19H27N4O5-		0,954	99,220	99,220	0,000	37	0,722	-1,922	4,893	-8,138		391,196	508	8,471	694882471817816535	694877434856658587	2612	
1	C14H30N6O4	[M - H]-	C14H29N6O4-		0,844	145,758	145,755	0,003	40	0,728	0,407	3,316	4,991		345,227	508	8,471	694882462447740465	694877423083245717	2306	
1	C15H30N2O7	[M - H]-	C15H29N2O7-		0,761	82,494	82,494	0,000	31	0,706	3,367	6,699	7,088		349,201	509	8,478	694882476217641726	694877424115044666	2339	
1	C18H26N3O4	[M - H]-	C18H25N3O4-		0,834	137,525	137,525	0,000	36	0,612	0,975	5,221	-1,253		347,185	509	8,479	694882471255779731	694877423527842001	2318	
1	C16H26N7O3	[M - H]-	C16H25N7O3-		0,941	125,193	122,886	2,307	36	0,737	0,128	5,565	-2,523		363,202	509	8,481	694882467069863846	694877428003165049	2454	
1	C13H20N3O4	[M - H]-	C13H19N3O4-		1,000	90,072	90,072	0,000	23	0,429	0,747	4,689	0,979		281,138	509	8,486	694882478277045155	694877393408541088	1547	
1	C13H20N7O2	[M - H]-	C13H19N7O2-		1,000	125,925	122,855	3,070	37	0,664	-0,850	6,274	-2,725		305,160	509	8,489	694882504717939076	694877402732480192	1807	
1	C10H22N3O5	[M - H]-	C10H21N3O5-		1,000	116,610	115,225	1,385	29	0,523	2,177	5,642	2,739		263,149	510	8,492	694882505053483681	694877388442484317	1380	
1	C9H14O3	[M - H]-	C9H13O3-		1,000	19,120	19,045	0,074	2	0,085	-2,351	6,999	-0,520		169,087	510	8,494	694882504906682842	694877356276362115	417	
1	C15H23N9O13S	[M - H]-	C15H22N9O13S-		0,892	37,682	32,197	5,485	26	0,776	-1,073	1,929	-1,947		568,105	510	8,495	694882517783200369	694877461402411815	3248	
1	C19H26N4O4	[M - H]-	C19H25N4O4-		1,000	120,846	120,846	0,000	32	0,575	-0,662	3,676	-6,696		373,186	510	8,497	694882520895374070	694877431450883229	2510	
1	C13H29N3O7	[M - H]-	C13H28N3O7-		0,992	114,241	114,241	0,000	31	0,673	3,389	5,950	9,480		338,196	510	8,502	694882492571233919	694877420029792030	2231	
1	C9H10O	[M - H]-	C9H9O-		1,000	5,999	4,500	1,499	0	0,000			2,266		133,066	510	8,506	694882478142827408	694877345417307674	140	
1	C13H24N6O3S	[M - H]-	C13H23N6O3S-		0,803	73,311	73,311	0,000	36	0,757	5,727	6,294	3,138		343,157	510	8,507	694882498732666870	694877421510381552	2273	
1	C13H22O5	[M - H]-	C13H21O5-		0,968	34,737	34,737	0,000	11	0,163	3,580	4,096	-2,673		257,139	511	8,509	694882500028706870	694877386345332007	1318	
1	C11H21NO3	[M - H]-	C11H20NO3-		0,999	86,298	80,839	5,459	15	0,416	-0,853	5,190	-0,593		214,145	511	8,512	694882505850401836	694877372680287474	900	
1	C11H18O3	[M - H]-	C11H17O3-		0,499	29,855	26,552	3,302	7	0,078	5,124	5,293	-1,664		197,118	511	8,513	694882516071924216	694877366632100166	712	
1	C12H26N3O4	[M - H]-	C12H25N3O4-		0,916	80,419	80,419	0,000	25	0,468	-1,581	5,991	1,000		275,185	511	8,516	694882526490575820	694877392167026899	1506	
1	C8H12N2O6S	[M - H]-	C8H11N2O6S-		1,000	70,902	69,579	1,323	20	0,423	3,925	6,181	1,556		263,035	511	8,516	694882529678247603	694877388174048816	1371	
1	C6H10N2O5S	[M - H]-	C6H9N2O5S-		0,969	67,853	66,369	1,484	23	0,456	3,346	5,208	3,593		221,025	512	8,527	694882532714925129	694877374513198622	960	
1	C9H18O3	[M - H]-	C9H17O3-		1,000	39,457	36,528	2,929	8	0,148	0,297	9,289	-1,490		173,118	512	8,530	694882510749351889	694877358247685265	471	
1	C10H20O4	[M - H]-	C10H19O4-		1,000	39,952	38,971	0,981	9	0,113	3,224	3,869	-1,736		203,129	512	8,535	694882528826803735	694877370037875524	814	
1	C21H28N4O4S	[M - H]-	C21H27N4O4S-		0,887	42,190	38,261	3,929	25	0,764	-3,933	5,318	-3,827		431,174	513	8,543	694882534434589838	694877443215907495	2817	
1	C23H23N5O4	[M - H]-	C23H22N5O4-		0,508	52,610	47,182	5,428	23	0,762	1,626	3,627	1,579		432,168	513	8,545	694882531305637782	694877443341736640	2822	
1	C10H18N3O4	[M - H]-	C10H17N3O4-		1,000	117,478	115,716	1,762	33	0,625	-0,591	7,968	3,148		243,123	513	8,556	694882531108505418	694877383128300279	1206	
1	C24H42N6O9	[M - H]-	C24H41N6O9-		0,999	37,661	32,052	5,608	23	0,842	0,045	2,970	1,596		557,295	514	8,559	694882553313157720	694877460966204129	3234	
1	C7H14N3O2	[M - H]-	C7H13N3O2-		0,707	17,538	15,429	2,109	4	0,269	-8,964	8,964	7,100		171,103	515	8,577	694882541690739050	694877356985199601	439	
1	C7H20N3O3S2	[M - H]-	C7H19N3O3S2-		0,998	38,948	38,948	0,000	18	0,476	-0,874	5,188	-2,264		257,087	515	8,581	694882543724976890	694877386257251608	1315	
1	C14H26N6O5	[M - H]-	C14H25N6O5-		0,999	103,604	103,604	0,000	40	0,729	2,718	3,991	2,711		357,190	515	8,584	694882550037405291	694877426472243849	2406	
1	C14H26O5	[M - H]-	C14H25O5-		1,000	39,385	39,385	0,000	14	0,767	-1,481	2,772	-1,382		273,170	516	8,592	694882543775308566	694877391764373650	1493	
1	C15H16N6O2S	[M - H]-	C15H15N6O2S-		1,000	91,056	91,056	0,000	32	0,721	-1,657	5,094	-0,141		343,098	516	8,606	694882549336956440	694877421447466982	2271	
1	C10H20N3O4	[M - H]-	C10H19N3O4-		1,000	63,795	62,238	1,557	12	0,962	-1,099	2,640	2,633		245,139	516	8,608	694882540679909646	694877383887469448	1235	
