formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C15H14O9	[M - H]-	C15H13O9-		1,000	52,680	52,680	0,000	17	0,719	3,070	3,852	0,666		337,057	356	5,929	694880872961502305	694877418012331745	2221	
1	C10H16O5	[M - H]-	C10H15O5-		1,000	88,704	88,704	0,000	19	0,324	-1,056	6,412	-0,591		215,092	357	5,942	694880873448041649	694877373036803369	911	
1	C7H14BNO3S	[M - H]-	C7H13BNO3S-		0,779	22,487	22,487	0,000	10	0,369	7,562	8,529	6,565		201,076	357	5,950	694880884554559212	694877368494371407	765	
1	C11H12N5O3	[M - H]-	C11H11N5O3-		0,711	84,179	84,179	0,000	22	0,341	-3,887	5,682	-2,979		261,086	357	5,953	694880888769835329	694877387888836109	1364	
1	C25H36O16	[M - H]-	C25H35O16-		0,986	36,872	32,362	4,510	24	0,783	-0,715	5,134	-1,706		591,192	357	5,953	694880898601284604	694877462597788625	3282	
1	C14H12N4O5S	[M - H]-	C14H11N4O5S-		0,941	68,086	61,619	6,467	29	0,740	-1,386	4,502	-4,593		347,044	357	5,958	694880893924635488	694877423389429944	2313	
1	C8H12O3	[M - H]-	C8H11O3-		0,999	4,500	4,500	0,000	0	0,000			0,917		155,072	358	5,962	694880908415956464	694877352329521491	305	
1	C12H14O8	[M - H]-	C12H13O8-		1,000	64,119	61,685	2,435	26	0,877	1,718	4,814	0,277		285,062	359	5,976	694880920424251046	694877394268373548	1575	
1	C19H28N4O8	[M - H]-	C19H27N4O8-		0,932	80,265	78,422	1,843	31	0,825	-2,466	4,128	-6,142		439,181	359	5,978	694880923167326226	694877445749267376	2870	
1	C17H24N4O6	[M - H]-	C17H23N4O6-		1,000	118,846	115,527	3,319	45	0,759	0,697	5,427	-4,083		379,161	359	5,979	694880921095339789	694877432814032224	2549	
1	C9H10O5	[M - H]-	C9H9O5-		1,000	42,079	39,171	2,908	9	0,120	5,367	6,974	-0,391		197,045	359	5,979	694880890174927306	694877366367858974	704	
1	C8H8N3O3	[M - H]-	C8H7N3O3-		0,989	56,217	56,217	0,000	14	0,485	7,993	8,497	6,788		193,051	359	5,980	694880903382791418	694877365197647988	670	
1	C18H22N4O7	[M - H]-	C18H21N4O7-		0,967	84,807	84,807	0,000	42	0,783	-0,326	4,418	-4,277		405,140	359	5,992	694880909594555968	694877438472149170	2719	
1	C18H13N3O6S	[M - H]-	C18H12N3O6S-		1,000	82,036	82,036	0,000	36	0,783	-0,367	4,619	-9,923		398,041	360	5,993	694880910651520695	694877436962199520	2677	
1	C19H32N12O6	[M - H]-	C19H31N12O6-		1,000	59,532	56,557	2,975	34	0,756	-0,588	2,584	2,369		523,251	360	5,996	694880926061396373	694877458025996711	3173	
1	C8H8N3O6S	[M - H]-	C8H7N3O6S-		0,672	43,253	42,497	0,756	20	0,686	-1,862	8,404	4,782		273,007	360	6,000	694880928426984065	694877391609184372	1487	
1	C28H34N4O8	[M - H]-	C28H33N4O8-		1,000	116,899	116,899	0,000	42	0,733	-1,204	4,092	-2,165		553,229	360	6,001	694880944256288911	694877460580328106	3223	
1	C9H8O5	[M - H]-	C9H7O5-		1,000	68,374	68,374	0,000	12	0,624	-0,614	7,549	2,016		195,030	360	6,006	694880942716979314	694877365633855669	683	
1	C8H8O4	[M - H]-	C8H7O4-		1,000	19,730	19,730	0,000	3	0,115	-4,289	4,289	-1,371		167,035	361	6,009	694880935456638663	694877355668187945	399	
1	C9H10O4S	[M - H]-	C9H9O4S-		1,000	84,742	83,049	1,693	16	0,648	2,436	4,865	1,440		213,023	361	6,013	694880924329148581	694877371866592388	878	
1	C30H42O16	[M - H]-	C30H41O16-		0,982	33,037	33,037	0,000	16	0,702	3,012	5,451	-2,752		657,238	361	6,023	694880935477610202	694877466158753236	3385	
1	C8H8O3	[M - H]-	C8H7O3-		1,000	40,096	37,346	2,750	5	0,393	-5,982	9,649	1,141		151,040	361	6,024	694880934458393834	694877350651799701	267	
1	C6H10O2	[M - H]-	C6H9O2-		1,000	4,500	4,500	0,000	0	0,000			7,137		113,062	361	6,024	694880948752583230	694877339230708754	36	
1	C18H32N4O5	[M - H]-	C18H31N4O5-		1,000	49,001	44,599	4,402	25	0,700	3,606	6,637	-1,236		383,230	362	6,028	694880954180013515	694877433946494489	2586	
1	C22H18N8O5	[M - H]-	C22H17N8O5-		0,987	82,299	82,242	0,058	41	0,842	-0,794	3,785	-6,614		473,130	362	6,038	694880959057989777	694877451696791090	2996	
1	C12H18N6O6	[M - H]-	C12H17N6O6-		0,998	97,193	97,193	0,000	31	0,560	3,885	7,245	5,904		341,124	363	6,049	694880957296381937	694877420591828846	2247	
1	C9H12O2	[M - H]-	C9H11O2-		1,000	33,844	33,844	0,000	3	0,458	-9,649	15,073	-2,470		151,076	363	6,054	694880949302037164	694877350798600361	271	
1	C7H10O2	[M - H]-	C7H9O2-		1,000	4,500	4,500	0,000	0	0,000			1,974		125,061	364	6,060	694880950208007060	694877341743097070	80	
1	C7H12O3	[M - H]-	C7H11O3-		1,000	7,382	4,500	2,882	0	0,000			0,644		143,071	364	6,063	694880948534479334	694877347883558721	199	
1	C8H10N3O3	[M - H]-	C8H9N3O3-		1,000	110,709	109,104	1,604	26	0,672	2,829	6,334	3,898		195,066	364	6,064	694880953307598086	694877365784850638	688	
1	C11H12N5O3	[M - H]-	C11H11N5O3-		0,999	102,899	102,899	0,000	31	0,636	0,987	7,329	2,383		261,087	364	6,064	694880958114271341	694877387922390546	1365	
1	C10H22N6O4	[M - H]-	C10H21N6O4-		0,583	160,247	158,319	1,928	36	0,650	0,018	4,646	8,173		289,165	364	6,068	694880979878523617	694877395627328269	1620	
1	C6H10N3O3S	[M - H]-	C6H9N3O3S-		0,978	18,914	18,914	0,000	7	0,230	2,782	7,615	-13,351		203,034	364	6,073	694880969657002851	694877369748468498	804	
1	C7H14N3O4	[M - H]-	C7H13N3O4-		1,000	69,743	69,743	0,000	17	0,283	-0,861	4,414	2,982		203,092	364	6,073	694880976539856855	694877369953989429	811	
1	C21H24N4O8	[M - H]-	C21H23N4O8-		0,978	84,623	79,092	5,531	36	0,725	-1,612	4,301	-4,197		459,150	364	6,073	694880977760399727	694877450191035724	2950	
1	C15H18N7O7PS	[M - H]-	C15H17N7O7PS-		0,831	38,913	34,289	4,624	24	0,562	-2,456	2,955	-6,333		470,062	365	6,077	694880971565411493	694877451491270154	2988	
1	C17H16N4O6	[M - H]-	C17H15N4O6-		0,999	100,169	97,890	2,279	47	0,855	-1,904	6,345	-3,632		371,098	365	6,079	694880982374135410	694877431081784412	2497	
1	C16H16O10S	[M - H]-	C16H15O10S-		1,000	57,617	53,059	4,559	25	0,770	0,468	3,575	2,453		399,040	365	6,079	694880989852580307	694877437243217918	2683	
1	C6H12O2	[M - H]-	C6H11O2-		1,000	11,894	11,894	0,000	1	0,752	5,355	5,355	5,997		115,077	365	6,088	694880976653103152	694877339926963278	48	
1	C7H10O3	[M - H]-	C7H9O3-		0,999	4,500	4,500	0,000	0	0,000			3,561		141,056	366	6,092	694880975688412945	694877347149555436	182	
1	C7H12O4	[M - H]-	C7H11O4-		0,992	34,764	31,844	2,920	8	0,063	-7,517	8,994	0,048		159,066	366	6,093	694880977580044610	694877353508121080	338	
1	C17H20N2O7	[M - H]-	C17H19N2O7-		0,991	43,309	40,476	2,833	22	0,738	-1,768	3,910	-1,830		363,119	366	6,097	694880981648520653	694877427772478289	2446	
1	C5H6N6O2	[M - H]-	C5H5N6O2-		0,850	6,304	6,304	0,000	1	0,136	-1,087	1,087	8,744		181,050	366	6,098	694880976908955791	694877360583912893	531	
1	C16H16N4O4	[M - H]-	C16H15N4O4-		0,797	144,623	139,734	4,889	32	0,618	-1,368	6,950	-3,970		327,109	366	6,099	694880978964165233	694877414132599940	2100	
1	C12H24N2O3	[M - H]-	C12H23N2O3-		0,793	43,455	43,455	0,000	15	0,375	-0,824	7,694	-2,369		243,171	366	6,099	694880957606760474	694877383367375652	1215	
1	C8H12O4	[M - H]-	C8H11O4-		1,000	26,539	26,539	0,000	4	0,391	-2,470	4,570	0,746		171,066	367	6,111	694880957912944722	694877356788067283	433	
1	C19H28N4O7	[M - H]-	C19H27N4O7-		1,000	74,416	70,903	3,512	34	0,743	-2,925	6,711	-6,221		423,186	367	6,111	694880980302148361	694877442549013054	2796	
1	C16H23N3O7	[M - H]-	C16H22N3O7-		1,000	122,651	122,651	0,000	33	0,631	-0,608	4,149	2,530		368,147	367	6,121	694880990855018995	694877428972049418	2483	
1	C19H14NO7P	[M - H]-	C19H13NO7P-		0,536	56,369	56,369	0,000	25	0,711	0,797	5,167	-5,406		398,041	368	6,126	694880991219923477	694877437046085610	2679	
1	C17H18N6O3S2	[M - H]-	C17H17N6O3S2-		0,746	65,261	65,261	0,000	38	0,846	-0,467	4,439	6,824		417,084	368	6,128	694881002792010102	694877441768872375	2769	
1	C16H20O9	[M - H]-	C16H19O9-		0,957	47,131	43,703	3,428	17	0,735	1,947	4,036	-0,467		355,103	368	6,129	694880992360774246	694877425738240554	2387	
1	C7H12N6O3	[M - H]-	C7H11N6O3-		1,000	75,053	75,053	0,000	23	0,450	-1,868	5,690	6,862		227,091	368	6,135	694880999973437511	694877376593573766	1032	
1	C8H9NO3	[M - H]-	C8H8NO3-		0,699	16,656	16,656	0,000	4	0,203	-2,842	2,842	0,923		166,051	368	6,137	694880997167446875	694877355567524634	396	
1	C17H24N4O5	[M - H]-	C17H23N4O5-		0,930	89,480	87,924	1,557	46	0,828	1,536	5,826	-5,930		363,165	369	6,151	694881010895406303	694877427847975776	2449	
1	C8H17N4O3	[M - H]-	C8H16N4O3-		0,716	106,923	106,923	0,000	27	0,643	4,008	6,785	4,243		216,124	369	6,154	694880991891012175	694877373665949064	930	
1	C20H30O12	[M - H]-	C20H29O12-		0,498	51,349	47,003	4,346	19	0,847	-1,462	4,328	-1,930		461,166	370	6,160	694881017618876546	694877450480442745	2959	
1	C8H12N6O5	[M - H]-	C8H11N6O5-		0,586	73,839	73,839	0,000	31	0,742	-0,179	5,343	9,993		271,082	370	6,161	694881010450810015	694877390854209517	1460	
1	C18H26O10	[M - H]-	C18H25O10-		0,905	95,186	90,729	4,457	34	0,687	-3,700	5,882	-1,198		401,145	370	6,162	694881016578688870	694877437863974995	2700	
1	C10H10O4	[M - H]-	C10H9O4-		0,873	67,073	64,061	3,012	10	0,153	1,123	3,889	-0,530		193,051	370	6,163	694881003270160842	694877365134733418	668	
1	C13H14O7	[M - H]-	C13H13O7-		0,979	57,129	57,129	0,000	24	0,866	-2,660	6,483	0,547		281,067	370	6,163	694881005287621366	694877393328849297	1544	
1	C20H18N6O6	[M - H]-	C20H17N6O6-		0,961	117,798	117,798	0,000	38	0,705	-1,456	3,502	-1,386		437,121	370	6,163	694881017102977042	694877444713274173	2847	
1	C9H20N2O4S2	[M - H]-	C9H19N2O4S2-		0,766	95,454	95,454	0,000	29	0,491	-0,407	5,272	7,162		283,081	370	6,165	694881018428377385	694877393857331691	1562	
1	C8H16N6O3	[M - H]-	C8H15N6O3-		1,000	77,389	77,389	0,000	26	0,583	2,526	7,538	8,835		243,123	370	6,171	694881007942616095	694877383157660412	1207	
1	C23H26N4O8	[M - H]-	C23H25N4O8-		1,000	69,574	69,574	0,000	42	0,737	-0,269	3,257	-1,520		485,167	370	6,172	694881015811131169	694877453831692136	3058	
1	C10H18O5	[M - H]-	C10H17O5-		0,999	13,516	13,516	0,000	3	0,214	-0,028	1,597	-2,751		217,108	371	6,176	694881018822642132	694877373884052912	938	
1	C13H20N3O7	[M - H]-	C13H19N3O7-		1,000	100,360	96,670	3,690	25	0,450	3,186	5,201	2,040		329,124	371	6,176	694881022954032093	694877415344753961	2133	
1	C13H18O6	[M - H]-	C13H17O6-		0,999	99,168	96,645	2,523	27	0,581	-1,526	4,795	-0,824		269,103	371	6,180	694881022236806071	694877389923073894	1433	
1	C22H34N2O16	[M - H]-	C22H33N2O16-		1,000	73,569	73,569	0,000	29	0,732	-1,022	6,773	5,116		581,187	371	6,181	694881045477447184	694877462148998032	3269	
1	C11H18N2O4	[M - H]-	C11H17N2O4-		1,000	144,740	144,740	0,000	30	0,614	1,086	4,614	-0,790		241,119	371	6,182	694881020395506426	694877382536903305	1184	
1	C9H8O3	[M - H]-	C9H7O3-		0,996	20,529	19,835	0,694	2	0,194	-1,388	1,388	-0,170		163,040	371	6,184	694881025319619966	694877354762218156	374	
1	C13H14N4O6P2	[M - H]-	C13H13N4O6P2-		0,495	106,656	103,881	2,775	32	0,705	0,514	3,066	12,999		383,037	371	6,189	694881029656530787	694877433770333696	2581	
1	C26H34O12	[M - H]-	C26H33O12-		0,579	49,079	49,079	0,000	22	0,751	0,458	3,596	-1,676		537,197	371	6,189	694881038665896370	694877459699524131	3196	
1	C20H26O13	[M - H]-	C20H25O13-		1,000	61,213	59,933	1,280	24	0,687	3,274	3,686	-1,679		473,129	372	6,193	694881028410822363	694877451667430957	2995	
1	C11H21NO4	[M - H]-	C11H20NO4-		0,998	22,581	22,581	0,000	8	0,213	7,669	8,982	-2,701		230,139	372	6,201	694881041216033636	694877380171315389	1092	
1	C19H26N6O5S2	[M - H]-	C19H25N6O5S2-		1,000	91,243	91,243	0,000	37	0,757	0,752	3,556	2,445		481,135	372	6,201	694881053849278085	694877453068328698	3036	
1	C7H12O2	[M - H]-	C7H11O2-		0,999	4,500	4,500	0,000	0	0,000			2,257		127,077	372	6,203	694881027957837426	694877342636483897	95	
1	C7H14O3	[M - H]-	C7H13O3-		0,998	13,309	9,896	3,413	2	0,105	-9,268	9,268	0,153		145,087	372	6,203	694881028184329907	694877348944717753	223	
1	C6H12O3	[M - H]-	C6H11O3-		0,999	4,500	4,500	0,000	0	0,000			3,984		131,072	374	6,226	694881043787142384	694877345132094972	134	
1	C15H24N6O8	[M - H]-	C15H23N6O8-		0,616	58,275	58,275	0,000	39	0,794	1,679	4,802	3,456		415,160	374	6,229	694881064888686897	694877441538185620	2762	
1	C10H16N4OS	[M - H]-	C10H15N4OS-		1,000	63,443	63,443	0,000	18	0,411	-3,063	7,740	2,611		239,098	374	6,240	694881065526221140	694877381656099300	1151	
1	C8H16N3O5	[M - H]-	C8H15N3O5-		1,000	106,455	105,022	1,433	28	0,506	5,199	7,909	3,693		233,103	375	6,243	694881063395514534	694877380590745874	1109	
1	C7H8O2	[M - H]-	C7H7O2-		0,998	21,588	21,588	0,000	2	0,415	-5,223	12,398	4,445		123,046	375	6,250	694881055501833956	694877341432718544	74	
1	C5H3N3O3	[M - H]-	C5H2N3O3-		0,928	24,937	24,937	0,000	2	0,251	6,602	6,602	9,509		152,012	375	6,250	694881058169411487	694877351108978872	274	
1	C7H12O3	[M - H]-	C7H11O3-		0,999	4,511	4,500	0,011	0	0,000			0,225		143,071	375	6,254	694881053928969899	694877347799672631	197	
1	C8H8O4	[M - H]-	C8H7O4-		1,000	52,805	49,277	3,529	6	0,566	-3,506	3,951	-0,014		167,035	375	6,254	694881073562508088	694877355764656952	402	
1	C14H30N6O5	[M - H]-	C14H29N6O5-		0,785	115,642	113,163	2,480	43	0,806	-0,755	4,512	5,781		361,223	375	6,255	694881080273395427	694877427537597220	2437	
1	C14H18N4O2S	[M - H]-	C14H17N4O2S-		1,000	83,604	81,904	1,701	26	0,685	-11,698	11,698	-7,572		305,105	375	6,256	694881078155271852	694877402661177009	1804	
1	C20H22O6	[M - H]-	C20H21O6-		1,000	113,406	107,947	5,459	31	0,577	-1,339	6,571	-1,378		357,134	376	6,259	694881091916784758	694877426371580538	2403	
1	C32H42O16	[M - H]-	C32H41O16-		0,995	66,258	57,961	8,298	23	0,690	-2,295	4,954	-1,584		681,239	376	6,259	694881098992576506	694877466498491930	3399	
1	C22H28N6O9	[M - H]-	C22H27N6O9-		0,573	147,220	141,906	5,314	48	0,833	-0,110	4,999	3,756		519,186	376	6,260	694881091027592248	694877457602371942	3160	
1	C8H8O3	[M - H]-	C8H7O3-		1,000	23,531	20,155	3,376	2	0,647	-0,838	4,244	0,876		151,040	376	6,263	694881080655077138	694877350576302219	265	
1	C12H18O7S	[M - H]-	C12H17O7S-		0,285	47,934	47,934	0,000	25	0,704	-2,699	4,870	2,139		305,071	376	6,265	694881092315243742	694877402564707997	1800	
1	C14H17N5O3S3	[M - H]-	C14H16N5O3S3-		0,994	109,307	109,307	0,000	39	0,592	-1,435	4,061	-2,000		398,041	376	6,274	694881103836998561	694877437008336869	2678	
1	C9H6O5	[M - H]-	C9H5O5-		0,838	32,325	32,325	0,000	4	0,101	-3,070	4,335	0,431		193,014	376	6,274	694881093988771387	694877364916629575	661	
1	C9H10O5	[M - H]-	C9H9O5-		1,000	38,301	34,841	3,460	7	0,158	6,095	9,296	-1,050		197,045	377	6,286	694881097570707374	694877366237835530	700	
1	C7H13NO3	[M - H]-	C7H12NO3-		0,912	2,000	2,000	0,000	0	0,000			-0,359		158,082	378	6,292	694881089844798405	694877353315183071	333	
1	C8H15NO3	[M - H]-	C8H14NO3-		0,999	50,221	48,333	1,888	10	0,262	-2,305	4,184	0,309		172,098	378	6,300	694881087693119873	694877357710814273	455	
1	C7H13N4O4	[M - H]-	C7H12N4O4-		0,258	36,749	36,749	0,000	15	0,732	6,574	6,922	7,018		216,088	378	6,302	694881089614111611	694877373598840190	928	
1	C31H28N4O6S2	[M - H]-	C31H27N4O6S2-		1,000	51,541	51,541	0,000	34	0,660	-1,892	4,097	0,796		615,138	379	6,308	694881133989853075	694877463801554043	3316	
1	C8H14N3O4	[M - H]-	C8H13N3O4-		0,729	36,652	36,652	0,000	9	0,373	6,273	7,704	4,582		215,092	379	6,312	694881114322759429	694877372973888799	909	
1	C15H20N2O6	[M - H]-	C15H19N2O6-		0,945	49,703	43,866	5,837	16	0,730	-3,401	5,826	-1,330		323,124	379	6,318	694881107804810531	694877412589095808	2048	
1	C22H32N4O6	[M - H]-	C22H31N4O6-		1,000	90,031	87,621	2,409	35	0,775	-1,586	5,335	-5,564		447,222	379	6,318	694881108069051739	694877447104027758	2908	
1	C23H28O12	[M - H]-	C23H27O12-		1,000	78,118	75,981	2,137	20	0,796	-3,428	5,213	-1,656		495,150	380	6,329	694881113353875064	694877455081594908	3094	
1	C10H15N3O11P	[M - H]-	C10H14N3O11P-		0,916	88,621	88,621	0,000	31	0,688	-2,277	4,327	-1,288		383,037	380	6,335	694881127765504599	694877433803888133	2582	
1	C11H18N8O	[M - H]-	C11H17N8O-		0,994	97,217	97,217	0,000	23	0,659	1,022	6,926	8,007		277,155	380	6,341	694881128168157880	694877392485794053	1516	
1	C8H14O4	[M - H]-	C8H13O4-		1,000	13,896	13,896	0,000	2	0,064	6,722	8,107	-0,939		173,082	381	6,345	694881128092660389	694877357958278249	463	
1	C27H30O15	[M - H]-	C27H29O15-		1,000	54,182	48,202	5,980	23	0,863	1,455	3,714	-1,389		593,150	381	6,349	694881130932205299	694877462828475375	3288	
1	C6H10O3S	[M - H]-	C6H9O3S-		0,761	5,666	5,666	0,000	1	0,038	-2,677	2,677	-17,815		161,025	381	6,355	694881108777889226	694877354141461074	356	
1	C11H10O11	[M - H]-	C11H9O11-		1,000	76,493	75,908	0,585	25	0,627	-1,489	4,771	1,689		317,016	381	6,358	694881138641336599	694877410173176329	1973	
1	C22H32N6O6S	[M - H]-	C22H31N6O6S-		0,419	73,601	72,465	1,135	40	0,815	3,744	4,686	6,689		507,207	382	6,360	694881140948203886	694877456251805904	3130	
1	C7H6O3	[M - H]-	C7H5O3-		0,997	4,500	4,500	0,000	0	0,000			2,499		137,025	382	6,360	694881130173036105	694877346302305923	161	
1	C11H14O5S	[M - H]-	C11H13O5S-		0,998	58,970	57,478	1,492	19	0,793	-2,481	5,370	0,163		257,049	382	6,363	694881134979708961	694877386190142734	1313	
1	C15H20N4O6	[M - H]-	C15H19N4O6-		0,997	56,319	53,730	2,589	28	0,763	-3,716	5,574	-4,693		351,129	382	6,364	694881135646603357	694877424760967562	2355	
1	C10H7ClN3O3	[M - H]-	C10H6ClN3O3-		0,999	103,526	103,526	0,000	21	0,448	2,266	6,784	8,935		251,013	383	6,377	694881144072960628	694877384801827890	1269	
1	C10H10N6O10S2	[M - H]-	C10H9N6O10S2-		0,817	81,887	77,654	4,232	31	0,668	0,081	4,311	5,753		436,985	383	6,379	694881155137535322	694877444625193779	2845	
1	C14H14O9S	[M - H]-	C14H13O9S-		0,940	131,017	124,712	6,305	27	0,560	-3,091	4,137	0,038		357,029	383	6,381	694881170220253390	694877426107339356	2397	
1	C7H14O4	[M - H]-	C7H13O4-		0,944	8,504	8,504	0,000	1	0,038	-2,677	2,677	-2,623		161,082	383	6,385	694881175672848985	694877354430868090	364	
1	C8H16N3O4	[M - H]-	C8H15N3O4-		1,000	125,377	125,377	0,000	27	0,476	7,185	7,208	2,927		217,107	383	6,387	694881160497856198	694877373858887083	937	
1	C9H7N3O3	[M - H]-	C9H6N3O3-		0,980	19,711	18,295	1,415	3	0,119	6,193	6,193	11,739		204,044	384	6,394	694881160304918067	694877370058847049	815	
1	C7H14N2O3P3	[M - H]-	C7H13N2O3P3-		1,000	103,394	103,394	0,000	30	0,664	-2,136	6,095	11,012		266,017	384	6,395	694881176025170593	694877389054852801	1400	
1	C10H13O3S2	[M - H]-	C10H12O3S2-		0,930	95,504	95,504	0,000	20	0,576	-0,083	2,656	-3,667		244,022	384	6,396	694881179774878874	694877383770028916	1231	
1	C7H14O3	[M - H]-	C7H13O3-		1,000	7,432	4,500	2,932	0	0,000			0,153		145,087	384	6,396	694881175765123706	694877348982466494	224	
1	C13H16O9S	[M - H]-	C13H15O9S-		0,985	56,554	56,554	0,000	19	0,785	2,316	3,110	0,500		347,044	384	6,400	694881183054825463	694877423418790077	2314	
1	C6H18N3O4S	[M - H]-	C6H17N3O4S-		0,809	51,166	51,166	0,000	16	0,670	-1,884	5,932	-14,424		227,091	384	6,400	694881177694503882	694877376564213633	1031	
1	C15H26N6O6	[M - H]-	C15H25N6O6-		1,000	118,495	116,531	1,964	36	0,658	0,042	3,679	5,851		385,186	384	6,402	694881187567897195	694877434319787585	2594	
1	C9H10O5	[M - H]-	C9H9O5-		0,923	66,182	61,216	4,966	11	0,235	-4,480	7,199	-0,441		197,045	384	6,404	694881181108667923	694877366334304537	703	
1	C17H32N6O11	[M - H]-	C17H31N6O11-		0,964	94,969	94,969	0,000	41	0,869	-1,850	4,544	1,294		495,206	384	6,406	694881201820143323	694877455215812656	3098	
1	C10H11N4O4	[M - H]-	C10H10N4O4-		1,000	191,459	190,154	1,305	34	0,647	4,187	6,691	5,345		250,072	384	6,408	694881184845793713	694877384717941795	1266	
1	C6H5N3O4	[M - H]-	C6H4N3O4-		0,758	19,496	19,496	0,000	2	0,332	3,537	7,011	0,334		182,021	385	6,411	694881180617934240	694877360881708517	539	
1	C22H30N4O6	[M - H]-	C22H29N4O6-		0,938	59,158	53,589	5,569	31	0,784	3,225	6,221	-4,825		445,207	385	6,412	694881191518931764	694877446953032789	2903	
1	C31H53N7O8	[M - H]-	C31H52N7O8-		1,000	58,521	54,897	3,624	32	0,812	-1,014	3,267	-2,253		650,387	385	6,413	694881208807854146	694877465550579076	3369	
1	C18H20N4O7	[M - H]-	C18H19N4O7-		1,000	80,353	78,454	1,899	37	0,710	4,396	5,140	-4,471		403,124	385	6,414	694881228911157407	694877438153382021	2710	
1	C26H36N4O8	[M - H]-	C26H35N4O8-		0,715	127,178	122,246	4,932	45	0,772	-3,462	5,247	-4,174		531,244	385	6,415	694881231960416702	694877459414311419	3188	
1	C27H44O14	[M - H]-	C27H43O14-		0,939	94,246	90,607	3,639	30	0,861	-2,163	3,534	-1,877		591,265	385	6,415	694881234644771619	694877462643925974	3283	
1	C16H31N6O4	[M - H]-	C16H30N6O4-		0,982	103,029	103,029	0,000	39	0,739	0,295	3,982	2,371		370,234	385	6,420	694881202818387843	694877429320176705	2494	
1	C10H16O4	[M - H]-	C10H15O4-		1,000	46,398	45,379	1,019	9	0,122	0,962	1,706	-1,268		199,097	385	6,421	694881197562924288	694877367332549034	732	
1	C9H16N5O3	[M - H]-	C9H15N5O3-		1,000	135,308	132,934	2,374	34	0,601	0,662	5,992	3,078		241,119	386	6,427	694881200528297532	694877382503348868	1183	
1	C18H18N4O6	[M - H]-	C18H17N4O6-		1,000	94,150	94,150	0,000	45	0,764	1,321	5,646	-4,928		385,113	386	6,429	694881230718902598	694877434013603363	2588	
1	C17H28N6O4S2	[M - H]-	C17H27N6O4S2-		1,000	108,935	108,935	0,000	44	0,877	0,840	3,883	2,597		443,155	386	6,437	694881212138131653	694877446114171889	2883	
1	C8H8O4	[M - H]-	C8H7O4-		1,000	16,925	16,925	0,000	2	0,017	3,177	3,177	-0,672		167,035	386	6,437	694881214096871831	694877355705936686	400	
1	C9H16O4	[M - H]-	C9H15O4-		0,999	28,735	28,735	0,000	5	0,311	4,036	11,005	-0,922		187,097	386	6,437	694881217813025482	694877363150827326	608	
1	C18H28N4O6	[M - H]-	C18H27N4O6-		0,962	95,549	95,549	0,000	34	0,681	-1,559	4,290	-3,589		395,192	386	6,437	694881241473099909	694877436102367075	2652	
1	C13H16N4O3S	[M - H]-	C13H15N4O3S-		0,250	68,739	68,739	0,000	25	0,572	-4,608	5,211	-6,822		307,085	386	6,440	694881236498654269	694877403084801793	1820	
1	C21H32N4O10	[M - H]-	C21H31N4O10-		0,631	107,413	103,244	4,169	41	0,761	0,386	3,221	-4,561		499,202	386	6,440	694881246049093732	694877455467470936	3106	
1	C16H22N4O7S	[M - H]-	C16H21N4O7S-		0,993	72,503	68,487	4,016	36	0,769	-2,720	5,758	-9,110		413,110	387	6,444	694881238977488656	694877441257167207	2753	
1	C10H17NO4	[M - H]-	C10H16NO4-		1,000	56,118	53,213	2,904	16	0,729	-2,630	5,234	-0,755		214,108	387	6,447	694881239141066543	694877372567041251	897	
1	C7H14N3O4	[M - H]-	C7H13N3O4-		1,000	59,854	57,945	1,910	13	0,235	-4,852	6,796	3,868		203,092	387	6,453	694881240038647670	694877369983349562	812	
1	C9H15NO5	[M - H]-	C9H14NO5-		0,998	42,273	42,273	0,000	8	0,570	-1,964	1,964	0,620		216,088	387	6,457	694881241133361151	694877373636588931	929	
1	C7H6N4O3S	[M - H]-	C7H5N4O3S-		0,856	59,058	59,058	0,000	17	0,406	3,197	7,091	-4,420		225,008	388	6,461	694881251908536859	694877375876347652	1006	
1	C12H15N7O5	[M - H]-	C12H14N7O5-		0,999	111,870	111,870	0,000	36	0,726	1,698	3,600	6,962		336,109	388	6,466	694881252118252093	694877417920057042	2218	
1	C8H15NO3	[M - H]-	C8H14NO3-		1,000	45,052	40,212	4,839	8	0,402	0,183	5,544	0,076		172,098	388	6,467	694881243507337617	694877357681454140	454	
1	C11H14O5	[M - H]-	C11H13O5-		1,000	51,560	49,254	2,306	10	0,664	3,595	6,348	-2,520		225,076	388	6,467	694881260674632837	694877375922485006	1008	
1	C20H30O7	[M - H]-	C20H29O7-		1,000	53,363	47,383	5,980	23	0,726	-1,566	3,049	-1,566		381,191	388	6,468	694881269642055501	694877433514481107	2572	
1	C24H30O13	[M - H]-	C24H29O13-		1,000	74,298	68,823	5,474	21	0,794	-3,023	5,361	-1,799		525,160	388	6,472	694881269948239744	694877458139242934	3176	
1	C8H6O3	[M - H]-	C8H5O3-		1,000	13,177	13,177	0,000	2	0,291	-6,318	6,318	0,754		149,025	388	6,472	694881266609573325	694877349754218530	244	
