Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature950,1,0.00251052543071389,0.189612236492281,0.261250825871902
Feature952,1,1,0.0839725312543504,0.0082192079203086
Feature953,0.405720468854066,0.0240349276064554,0.00114023893469671,0.000442182369244796
Feature957,1,0.146956364396403,0.00244554777972482,0.00467209143454441
Feature971,0.457380285963187,0.0220098861192549,0.0569918414132274,0.332014092772812
Feature972,0.625696827152605,0.0499881166662352,0.0472669211909365,0.210965684020235
Feature983,1,0.0841619670778213,1,0.715079009985591
Feature984,0.223354212643234,0.360016359074466,0.100636906777465,0.768193348123495
Feature986,0.324970979487452,0.204068688025394,0.258559253616835,0.0364496088119069
Feature991,0.574226498466786,0.00464850689205167,0.0144432384221227,0.00972873000650597
Feature1000,0.497958055366341,0.00820001102006109,0.0453861768505854,0.933667461896585
Feature1005,1,0.685108856030476,0.742876473723528,0.127195833667167
Feature1008,0.230274195377076,0.173936822185623,0.637285755984075,0.475301510653043
Feature1013,0.279201574287921,0.421766065230344,0.407363481113961,0.615622618341828
Feature1018,0.132490183484369,0.102663400947403,0.0240877779732004,0.140724912762138
Feature1022,0.428792471866538,0.744761596905654,0.701943220415312,0.361076433346619
Feature1029,1,0.400588759704598,0.625606243173167,0.634928267941828
Feature1038,0.908067080722411,0.500856184522327,0.441282868902835,0.19222736935018
Feature1046,1,0.0168583182328088,0.333843413449446,0.389132232705659
Feature1074,0.363603312772284,0.0481659269245429,0.308174983228732,0.325304163673748
Feature1085,1,1,0.0211398763663081,0.378622920694137
Feature1086,1,0.392823474919793,0.0133672573661281,1
Feature1087,0.445444386919007,0.00370707380371513,0.00344228281842817,0.00294042788013878
Feature1094,0.239339014937504,0.00251052543071389,8.40141274615155e-05,9.3280897541681e-05
Feature1097,0.151507900222822,1,1,1
Feature1105,0.576072168047174,0.125396674282788,0.117407424877182,0.125708666126139
Feature1120,0.427546188493433,0.896875924849071,0.0280018550835846,0.00312624087862122
Feature1123,0.475090720392619,0.00482752013055368,0.000980998925472811,0.0634710285078844
Feature1124,0.492461474097782,0.00164096514581808,0.00190892403114639,0.000291701629428487
Feature1139,1,0.641139197710439,0.20919428941836,0.15470546635188
Feature1140,0.324247530457389,0.412176094267177,0.472102271592483,0.690747988305148
Feature1143,0.223354212643234,0.563006705342411,0.398932202903285,0.209669865036565
Feature1153,0.338245008833451,0.0145989001018995,0.0134061823109622,0.0127142631700525
Feature1170,0.0784864743771129,0.96136027998289,0.761211166348007,1
Feature1172,0.393228313468883,0.489708672356743,0.939161892590739,0.476988078182857
Feature1178,0.499029400585504,0.0145989001018995,0.0185401003172803,0.00666923698940953
Feature1179,0.128568890217842,0.983901329555171,0.587516480479251,0.913177362504492
Feature1182,0.856796754088282,0.282091283674547,0.10292491704628,0.0469229467870328
Feature1199,0.393228313468883,0.0207269109068664,0.101539675778203,0.0946525228883104
Feature1201,0.554229377748223,0.886026360178873,0.89480504213264,0.260937841344133
Feature1203,0.702200506291358,0.509345462123292,0.935981458064427,0.980395237217635
Feature1209,0.37939406531433,0.39992079869218,0.737809693197319,0.895701466551368
Feature1231,0.0574689843767566,0.0335494144244058,0.00198706145146042,0.0243083705460044
Feature1236,0.896729967988138,0.72603986218098,0.61295029583245,0.165260055945284
Feature1242,0.151507900222822,1,1,1
Feature1245,0.214341488095857,0.17264454254931,0.247186560042095,0.0165385247435484
Feature1254,0.0784864743771129,0.0145989001018995,0.0554461883313301,0.185122713306533
Feature1258,0.521414465856543,0.00655951868529336,0.0780059912867829,0.173795943386538
Feature1266,0.834703641950205,0.704127968985841,0.0353432852360361,0.0711593707927799
Feature1267,0.50767649928524,0.201686893848232,0.41223225681452,0.565988957117395
Feature1270,0.301963354209657,0.00630012129735122,0.00617417059293641,0.00518831099358911
Feature1271,0.350365167463926,0.00304283751345663,0.343208965265012,0.908274089512905
Feature1278,0.571441952646281,0.0919456965362201,1,0.160815291455262
Feature1282,0.285256666640333,0.0272992315556488,0.0262335578781417,0.0251289405388017
Feature1296,0.37939406531433,0.209536232612585,0.331302831420608,0.805231343127582
Feature1299,0.172772993179398,0.00163439947836451,0.0162651568693732,0.0260071590283411
Feature1308,0.545830370585873,0.367431319736729,0.000169654472700009,0.00414906936479013
Feature1314,1,0.00251052543071389,0.00202520916758419,0.00181353874897291
Feature1318,1,0.732671834770916,0.298355410191615,0.108549021531631
Feature1341,0.571441952646281,0.684818551882031,0.435823692295076,0.641535159532394
Feature1342,0.768784813192571,0.524898883047699,0.0867568340219692,0.354682577626578
Feature1343,0.906582316471724,0.0145989001018995,0.0128078785694152,0.00114898192148975
Feature1344,0.545830370585873,0.00416915169833778,0.00112332433285061,0.00180676010904151
Feature1349,0.457380285963187,0.13680805748118,1,0.684897789866489
Feature1352,0.906582316471724,1,0.566508158268868,0.410627745285514
Feature1357,0.592032172496667,0.037466530960061,0.0444966448944671,0.264573601832119
Feature1360,0.235299717864771,0.0735406426018587,0.0989266917311439,0.0762025051195439
Feature1362,0.475090720392619,0.34121106835689,0.0530749310256204,0.756099191866789
Feature1365,0.520552434116187,0.0108863239006804,0.00955985522682356,0.00907306872017248
Feature1366,0.326642696763508,0.000313283028528774,0.342060237251752,1
Feature1370,0.37939406531433,0.330483209356674,0.684464190932623,0.442511548947826
Feature1386,0.379179604969357,0.74926331331117,0.732609072963774,0.953163406783152
Feature1387,0.303635839636373,0.500856184522327,0.586381772416899,0.042799377037455
Feature1388,1,0.63088314844027,0.358714089112621,0.0181600890017218
Feature1403,0.547969784780324,0.27057119087439,0.0900708248872436,0.911544841048479
Feature1406,0.521496262006414,0.0887571523659443,0.229781325464853,0.245976516924299
Feature1410,0.37939406531433,0.000903870188542877,0.000149807971481088,0.000122259304361954
Feature1411,0.906582316471724,1.53809917186054e-05,7.32210472872578e-05,6.55509286064948e-06
Feature1433,0.687008486704773,0.730441199357211,0.41413935995256,0.678642406292314
Feature1434,0.922286978097273,0.173019882645572,0.0636866781188127,0.0560737121064742
Feature1458,0.568758550897228,0.199647733504534,0.160667716737827,0.927544678498791
Feature1459,0.905634939860981,0.0557069524431703,0.0413593364024532,0.0140049886531799
Feature1460,0.37939406531433,0.0360088987622067,0.00822684044371468,0.0344604487226367
Feature1463,0.305468838782744,0.23599499427369,0.0101181969161645,0.00114628360765638
