"","ASVid","Hv_WT_HvSC_only_endo_1","Hv_WT_HvSC_only_endo_2","Hv_WT_HvSC_only_endo_3","Hv_WT_HvSC_only_endo_4","Hv_WT_HvSC_only_endo_5","Hv_WT_HvSC_only_rhizo_1","Hv_WT_HvSC_only_rhizo_2","Hv_WT_HvSC_only_rhizo_3","Hv_WT_HvSC_only_rhizo_4","Hv_WT_HvSC_only_rhizo_5","Hv_WT_HvSC_only_rhizo_6","Hv_ccamk_HvSC_only_endo_1","Hv_ccamk_HvSC_only_endo_2","Hv_ccamk_HvSC_only_endo_3","Hv_ccamk_HvSC_only_endo_4","Hv_ccamk_HvSC_only_endo_5","Hv_ccamk_HvSC_only_endo_6","Hv_ccamk_HvSC_only_rhizo_2","Hv_ccamk_HvSC_only_rhizo_3","Hv_ccamk_HvSC_only_rhizo_4","Hv_ccamk_HvSC_only_rhizo_5","Hv_ccamk_HvSC_only_rhizo_6","Hv_nsp1_HvSC_only_endo_1","Hv_nsp1_HvSC_only_endo_2","Hv_nsp1_HvSC_only_endo_3","Hv_nsp1_HvSC_only_endo_4","Hv_nsp1_HvSC_only_endo_5","Hv_nsp1_HvSC_only_endo_6","Hv_nsp1_HvSC_only_rhizo_1","Hv_nsp1_HvSC_only_rhizo_2","Hv_nsp1_HvSC_only_rhizo_3","Hv_nsp1_HvSC_only_rhizo_4","Hv_nsp1_HvSC_only_rhizo_5","Hv_nsp1_HvSC_only_rhizo_6","Hv_nsp2_HvSC_only_endo_1","Hv_nsp2_HvSC_only_endo_2","Hv_nsp2_HvSC_only_endo_3","Hv_nsp2_HvSC_only_endo_4","Hv_nsp2_HvSC_only_endo_5","Hv_nsp2_HvSC_only_endo_6","Hv_nsp2_HvSC_only_rhizo_1","Hv_nsp2_HvSC_only_rhizo_2","Hv_nsp2_HvSC_only_rhizo_3","Hv_nsp2_HvSC_only_rhizo_4","Hv_nsp2_HvSC_only_rhizo_5","Hv_nsp2_HvSC_only_rhizo_6","Hv_symrk_HvSC_only_endo_1","Hv_symrk_HvSC_only_endo_2","Hv_symrk_HvSC_only_endo_3","Hv_symrk_HvSC_only_endo_4","Hv_symrk_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_6","Hv_symrk_HvSC_only_rhizo_1","Hv_symrk_HvSC_only_rhizo_2","Hv_symrk_HvSC_only_rhizo_3","Hv_symrk_HvSC_only_rhizo_4","Hv_symrk_HvSC_only_rhizo_5","Hv_symrk_HvSC_only_rhizo_6"
"576658670322b77097ba501c44211a5c","576658670322b77097ba501c44211a5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"02b8947b029af77370e9a1332a171377","02b8947b029af77370e9a1332a171377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2bfecf4d0b07caa946fae1ba26cf0c03","2bfecf4d0b07caa946fae1ba26cf0c03",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f4d77c7d7515f0faad8990b7fbc2c1dc","f4d77c7d7515f0faad8990b7fbc2c1dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"587f7bf58e113620e8f41b281a5cbb97","587f7bf58e113620e8f41b281a5cbb97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ae2cd0cd7dbcd83d74bb1bdba16f98be","ae2cd0cd7dbcd83d74bb1bdba16f98be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"b9c59f80f1fc9ae80e4f30bf01370a3d","b9c59f80f1fc9ae80e4f30bf01370a3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"a618afb1cbefdb56d45bef3371095af3","a618afb1cbefdb56d45bef3371095af3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"a3dc857efe547bd6cedcc7fc8f7855ce","a3dc857efe547bd6cedcc7fc8f7855ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"be6e1194260ec971e9d65834db396fa8","be6e1194260ec971e9d65834db396fa8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a10c0da7f3adbcc0d1c9dad06369c46","9a10c0da7f3adbcc0d1c9dad06369c46",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf17bf6805ae2c188fa56fa730ffd687","cf17bf6805ae2c188fa56fa730ffd687",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634de0afd115b382faa3782999311802","634de0afd115b382faa3782999311802",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c3ff2103f8dcfca6e1cd1efcdda150d2","c3ff2103f8dcfca6e1cd1efcdda150d2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2e252a270ff29e20942810b0805ebe2","c2e252a270ff29e20942810b0805ebe2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ec93ac0611f0d4fa89634b6fff76c01","8ec93ac0611f0d4fa89634b6fff76c01",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e93288c230a4517483137f3ff8599078","e93288c230a4517483137f3ff8599078",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13b52751b28761ba7a8343d17033ea07","13b52751b28761ba7a8343d17033ea07",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9aa04531b521affe5973dfc345d4be72","9aa04531b521affe5973dfc345d4be72",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe185a008a65877364e251b612a94fb5","fe185a008a65877364e251b612a94fb5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2ae818b93748b31bd0e765a413f1dc8","f2ae818b93748b31bd0e765a413f1dc8",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482ad5791a710ea2fec83860e2da1b47","482ad5791a710ea2fec83860e2da1b47",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eaaf7b4259c4517b9f782b4c2ae4becc","eaaf7b4259c4517b9f782b4c2ae4becc",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65ff3ce8ba5771db225e73b1bfe17732","65ff3ce8ba5771db225e73b1bfe17732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e73282efc6f3021729dee7d451dac676","e73282efc6f3021729dee7d451dac676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb47b843412e973ded7dbb3ce2467107","eb47b843412e973ded7dbb3ce2467107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e5b080a4ee27aadc4c30877f7af9e56","9e5b080a4ee27aadc4c30877f7af9e56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4fbd36d7b6ad6f202b2c2a9c9dcbda2","b4fbd36d7b6ad6f202b2c2a9c9dcbda2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cca699e6d33ebbb4d060769bbc5eb835","cca699e6d33ebbb4d060769bbc5eb835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a01fbeba6566cb6062bd578c9c34724","9a01fbeba6566cb6062bd578c9c34724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d5fd84356f55306192c2ae5e7d5aece","6d5fd84356f55306192c2ae5e7d5aece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6560b94ff91d97927960600b04969aaa","6560b94ff91d97927960600b04969aaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85367de3df6bd5e7a2e2495f7072fd1a","85367de3df6bd5e7a2e2495f7072fd1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27dda4931f0428c3e4551526c798ad99","27dda4931f0428c3e4551526c798ad99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ac745d6c794536d66c5f879beb77c00","5ac745d6c794536d66c5f879beb77c00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315a10affbe9f4262d845a1c073601eb","315a10affbe9f4262d845a1c073601eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204d53b02bcf0a6acee42e239ce98436","204d53b02bcf0a6acee42e239ce98436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347e502f410362338b35d34d0f06e87e","347e502f410362338b35d34d0f06e87e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b7b2e6f90cc207b3f7e02da9993a79e","7b7b2e6f90cc207b3f7e02da9993a79e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f97700c0e91e14dc1175bc0f318acb56","f97700c0e91e14dc1175bc0f318acb56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c7a38723aee47c9aedb103faea1e884","3c7a38723aee47c9aedb103faea1e884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1448faf721342ba45c4bfaea9919fecd","1448faf721342ba45c4bfaea9919fecd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841f0164971c716a8a922cef473760f7","841f0164971c716a8a922cef473760f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fb2d5bfae57dc6d1c1435c3540987532","fb2d5bfae57dc6d1c1435c3540987532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a64b87027ff0480848642d4ed0018a4e","a64b87027ff0480848642d4ed0018a4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be89e18448476b6194daec0258c38d4e","be89e18448476b6194daec0258c38d4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490d728d4dd4df926f6d556c7a8ca39e","490d728d4dd4df926f6d556c7a8ca39e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d78988f23bb245de9d0c417a7c1f776a","d78988f23bb245de9d0c417a7c1f776a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4619b4148149cd3bff6efe79eec8b857","4619b4148149cd3bff6efe79eec8b857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7781e183b251f2ce70ac0751a9097b18","7781e183b251f2ce70ac0751a9097b18",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1f4c511cea3711cbf49a92975220113","a1f4c511cea3711cbf49a92975220113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97eb626fc3bd6d64e5888b00e8e4bdf3","97eb626fc3bd6d64e5888b00e8e4bdf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9da76cd611db899cee7947a60efa04df","9da76cd611db899cee7947a60efa04df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e9f30dc4d11ff45b570dc85dccdb41bb","e9f30dc4d11ff45b570dc85dccdb41bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2f9f9d0cde96fcf8e2c6018482341749","2f9f9d0cde96fcf8e2c6018482341749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d81d704be066f65d345ba25b65d02014","d81d704be066f65d345ba25b65d02014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d672fbe1e8431bda02cc01056a018e4e","d672fbe1e8431bda02cc01056a018e4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39f774b821a0b067d2016d076c22a92f","39f774b821a0b067d2016d076c22a92f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e14408e1e4c04cabfbdcfc636a16e31","5e14408e1e4c04cabfbdcfc636a16e31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5685fae06fe98cae51e1396921116df","b5685fae06fe98cae51e1396921116df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8623d0232590117bdc5be9f9e3da50ee","8623d0232590117bdc5be9f9e3da50ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4d65a831bdabad462080afccd046408","a4d65a831bdabad462080afccd046408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"c46a88f263491318aeddcd4e7b58dc13","c46a88f263491318aeddcd4e7b58dc13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"c741896b5558030b0743cf495421e7df","c741896b5558030b0743cf495421e7df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f55f3feb71182212496e3a74353a840","9f55f3feb71182212496e3a74353a840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1dfa87600c729dfb84213ea91a60d839","1dfa87600c729dfb84213ea91a60d839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1c21b19360930ce91bc34452b6be67d9","1c21b19360930ce91bc34452b6be67d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"f615b4e3527c106175ea0b9e7522939e","f615b4e3527c106175ea0b9e7522939e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"c765859144bb0df8d47b4b367525e7f6","c765859144bb0df8d47b4b367525e7f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1f8d035948545f88d979283f388b9fb4","1f8d035948545f88d979283f388b9fb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"d22cda517a615114914e8acf5b68a426","d22cda517a615114914e8acf5b68a426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"73b5253cf51d5abf81893ae9f1199054","73b5253cf51d5abf81893ae9f1199054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"f82ce291672de91d67f9b6ee19426dbb","f82ce291672de91d67f9b6ee19426dbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"c78a9b873c10d78d1db22b1af90f98d3","c78a9b873c10d78d1db22b1af90f98d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"874e5417e49b7fd4c14bb62a26b400d7","874e5417e49b7fd4c14bb62a26b400d7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e9b20c7f75bcf52ff32ddf94fde53df","6e9b20c7f75bcf52ff32ddf94fde53df",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e372ca77f024242e5b0c0f1b153cb885","e372ca77f024242e5b0c0f1b153cb885",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5502d32c3fba5523b0b39ae01d06ec8","a5502d32c3fba5523b0b39ae01d06ec8",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d4a12cad657e71bc8f2396735937488","5d4a12cad657e71bc8f2396735937488",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
