Fresh_weight	Plant_species	Genotype	Soil_type	Experiment
0.0292	Lotus	WT	UF	Lotus_CSSP
0.0329	Lotus	WT	UF	Lotus_CSSP
0.02	Lotus	WT	UF	Lotus_CSSP
0.0235	Lotus	WT	UF	Lotus_CSSP
0.0214	Lotus	WT	UF	Lotus_CSSP
0.0222	Lotus	WT	UF	Lotus_CSSP
0.0235	Lotus	WT	UF	Lotus_CSSP
0.0259	Lotus	WT	UF	Lotus_CSSP
0.0231	Lotus	WT	UF	Lotus_CSSP
0.0224	Lotus	WT	UF	Lotus_CSSP
0.0228	Lotus	WT	UF	Lotus_CSSP
0.0225	Lotus	WT	UF	Lotus_CSSP
0.0198	Lotus	WT	UF	Lotus_CSSP
0.0335	Lotus	WT	UF	Lotus_CSSP
0.0208	Lotus	WT	UF	Lotus_CSSP
0.024	Lotus	WT	UF	Lotus_CSSP
0.0214	Lotus	WT	UF	Lotus_CSSP
0.0282	Lotus	WT	UF	Lotus_CSSP
0.0209	Lotus	WT	UF	Lotus_CSSP
0.0212	Lotus	WT	UF	Lotus_CSSP
0.0173	Lotus	WT	UF	Lotus_CSSP
0.028	Lotus	WT	UF	Lotus_CSSP
0.0169	Lotus	WT	UF	Lotus_CSSP
0.0226	Lotus	WT	UF	Lotus_CSSP
0.0225	Lotus	WT	UF	Lotus_CSSP
0.0249	Lotus	WT	UF	Lotus_CSSP
0.0186	Lotus	WT	UF	Lotus_CSSP
0.0203	Lotus	WT	UF	Lotus_CSSP
0.2363	Barley	OXNSP2	UF	Barley_OX
0.3893	Barley	OXNSP2	UF	Barley_OX
0.114	Barley	OXNSP2	UF	Barley_OX
0.3877	Barley	OXNSP2	UF	Barley_OX
0.1311	Barley	OXNSP2	UF	Barley_OX
0.292	Barley	OXNSP2	UF	Barley_OX
0.4501	Barley	OXNSP2	UF	Barley_OX
0.3654	Barley	OXNSP2	UF	Barley_OX
0.321	Barley	OXNSP2	UF	Barley_OX
0.1374	Barley	OXNSP2	UF	Barley_OX
0.2838	Barley	OXNSP2	UF	Barley_OX
0.3341	Barley	OXNSP2	UF	Barley_OX
0.3001	Barley	OXNSP2	UF	Barley_OX
0.355	Barley	OXNSP2	UF	Barley_OX
0.2836	Barley	OXNSP2	UF	Barley_OX
0.2183	Barley	OXNSP2	UF	Barley_OX
0.3622	Barley	OXNSP2	UF	Barley_OX
0.2789	Barley	OXNSP2	UF	Barley_OX
0.2902	Barley	OXNSP2	UF	Barley_OX
0.2506	Barley	OXNSP1NSP2	UF	Barley_OX
0.359	Barley	OXNSP1NSP2	UF	Barley_OX
0.3007	Barley	OXNSP1NSP2	UF	Barley_OX
0.2792	Barley	OXNSP1NSP2	UF	Barley_OX
0.298	Barley	OXNSP1NSP2	UF	Barley_OX
0.3366	Barley	OXNSP1NSP2	UF	Barley_OX
0.4401	Barley	OXNSP1NSP2	UF	Barley_OX
0.3999	Barley	OXNSP1NSP2	UF	Barley_OX
0.3315	Barley	OXNSP1NSP2	UF	Barley_OX
0.3065	Barley	OXNSP1NSP2	UF	Barley_OX
0.4116	Barley	OXNSP1NSP2	UF	Barley_OX
0.3714	Barley	OXNSP1NSP2	UF	Barley_OX
0.3038	Barley	OXNSP1NSP2	UF	Barley_OX
0.2549	Barley	OXNSP1NSP2	UF	Barley_OX
0.3864	Barley	OXNSP1NSP2	UF	Barley_OX
0.3045	Barley	OXNSP1NSP2	UF	Barley_OX
0.4475	Barley	OXNSP1NSP2	UF	Barley_OX
0.3281	Barley	OXNSP1NSP2	UF	Barley_OX
0.2977	Barley	OXNSP1	UF	Barley_OX
0.2905	Barley	OXNSP1	UF	Barley_OX
0.3626	Barley	OXNSP1	UF	Barley_OX
0.3488	Barley	OXNSP1	UF	Barley_OX
0.3478	Barley	OXNSP1	UF	Barley_OX
0.3259	Barley	OXNSP1	UF	Barley_OX
0.2225	Barley	OXNSP1	UF	Barley_OX
0.2774	Barley	OXNSP1	UF	Barley_OX
0.3953	Barley	OXNSP1	UF	Barley_OX
0.36	Barley	OXNSP1	UF	Barley_OX
0.3463	Barley	OXNSP1	UF	Barley_OX
0.3714	Barley	OXNSP1	UF	Barley_OX
0.2453	Barley	OXNSP1	UF	Barley_OX
0.3856	Barley	OXNSP1	UF	Barley_OX
0.19	Barley	OXNSP1	UF	Barley_OX
0.2627	Barley	OXNSP1	UF	Barley_OX
0.2817	Barley	OXNSP1	UF	Barley_OX
0.412	Barley	OXNSP1	UF	Barley_OX
0.3828	Barley	WT	UF	Barley_OX
0.3983	Barley	WT	UF	Barley_OX
0.3805	Barley	WT	UF	Barley_OX
0.4426	Barley	WT	UF	Barley_OX
0.3561	Barley	WT	UF	Barley_OX
0.4502	Barley	WT	UF	Barley_OX
0.4121	Barley	WT	UF	Barley_OX
0.3705	Barley	WT	UF	Barley_OX
0.425	Barley	WT	UF	Barley_OX
0.3723	Barley	WT	UF	Barley_OX
0.494	Barley	WT	UF	Barley_OX
0.504	Barley	WT	UF	Barley_OX
0.469	Barley	WT	UF	Barley_OX
0.3359	Barley	WT	UF	Barley_OX
0.3378	Barley	WT	UF	Barley_OX
0.3767	Barley	WT	UF	Barley_OX
0.336	Barley	WT	UF	Barley_OX
0.4732	Barley	WT	UF	Barley_OX
0.2368	Barley	OXNSP2	PK	Barley_OX
0.5772	Barley	OXNSP2	PK	Barley_OX
0.7108	Barley	OXNSP2	PK	Barley_OX
0.3187	Barley	OXNSP2	PK	Barley_OX
0.4784	Barley	OXNSP2	PK	Barley_OX
0.227	Barley	OXNSP2	PK	Barley_OX
0.7416	Barley	OXNSP2	PK	Barley_OX
0.5751	Barley	OXNSP2	PK	Barley_OX
0.572	Barley	OXNSP2	PK	Barley_OX
0.6778	Barley	OXNSP2	PK	Barley_OX
0.4346	Barley	OXNSP2	PK	Barley_OX
0.2386	Barley	OXNSP2	PK	Barley_OX
0.0707	Barley	OXNSP2	PK	Barley_OX
0.4254	Barley	OXNSP2	PK	Barley_OX
0.4894	Barley	OXNSP2	PK	Barley_OX
0.442	Barley	OXNSP2	PK	Barley_OX
0.3192	Barley	OXNSP2	PK	Barley_OX
0.3128	Barley	OXNSP2	PK	Barley_OX
0.3616	Barley	OXNSP1NSP2	PK	Barley_OX
0.419	Barley	OXNSP1NSP2	PK	Barley_OX
0.4646	Barley	OXNSP1NSP2	PK	Barley_OX
0.4619	Barley	OXNSP1NSP2	PK	Barley_OX
0.7134	Barley	OXNSP1NSP2	PK	Barley_OX
0.5218	Barley	OXNSP1NSP2	PK	Barley_OX
0.4404	Barley	OXNSP1NSP2	PK	Barley_OX
0.7191	Barley	OXNSP1NSP2	PK	Barley_OX
0.7622	Barley	OXNSP1NSP2	PK	Barley_OX
0.5425	Barley	OXNSP1NSP2	PK	Barley_OX
0.6234	Barley	OXNSP1NSP2	PK	Barley_OX
0.5893	Barley	OXNSP1NSP2	PK	Barley_OX
0.6168	Barley	OXNSP1NSP2	PK	Barley_OX
0.4224	Barley	OXNSP1NSP2	PK	Barley_OX
0.7286	Barley	OXNSP1NSP2	PK	Barley_OX
0.513	Barley	OXNSP1NSP2	PK	Barley_OX
0.6063	Barley	OXNSP1NSP2	PK	Barley_OX
0.6375	Barley	OXNSP1NSP2	PK	Barley_OX
0.695	Barley	OXNSP1	PK	Barley_OX
0.6179	Barley	OXNSP1	PK	Barley_OX
0.4956	Barley	OXNSP1	PK	Barley_OX
0.6279	Barley	OXNSP1	PK	Barley_OX
0.8258	Barley	OXNSP1	PK	Barley_OX
0.5425	Barley	OXNSP1	PK	Barley_OX
0.6375	Barley	OXNSP1	PK	Barley_OX
0.6256	Barley	OXNSP1	PK	Barley_OX
0.511	Barley	OXNSP1	PK	Barley_OX
0.5419	Barley	OXNSP1	PK	Barley_OX
0.6381	Barley	OXNSP1	PK	Barley_OX
0.514	Barley	OXNSP1	PK	Barley_OX
0.7311	Barley	OXNSP1	PK	Barley_OX
0.3532	Barley	OXNSP1	PK	Barley_OX
0.4836	Barley	OXNSP1	PK	Barley_OX
0.5213	Barley	OXNSP1	PK	Barley_OX
0.5759	Barley	OXNSP1	PK	Barley_OX
0.5959	Barley	OXNSP1	PK	Barley_OX
0.5928	Barley	WT	PK	Barley_OX
0.486	Barley	WT	PK	Barley_OX
0.6286	Barley	WT	PK	Barley_OX
0.6662	Barley	WT	PK	Barley_OX
0.6017	Barley	WT	PK	Barley_OX
0.5516	Barley	WT	PK	Barley_OX
0.5443	Barley	WT	PK	Barley_OX
0.4507	Barley	WT	PK	Barley_OX
0.7261	Barley	WT	PK	Barley_OX
0.3457	Barley	WT	PK	Barley_OX
0.6574	Barley	WT	PK	Barley_OX
0.8023	Barley	WT	PK	Barley_OX
0.6765	Barley	WT	PK	Barley_OX
0.8351	Barley	WT	PK	Barley_OX
0.7752	Barley	WT	PK	Barley_OX
0.7285	Barley	WT	PK	Barley_OX
0.6716	Barley	WT	PK	Barley_OX
0.6863	Barley	WT	PK	Barley_OX
1.6092	Barley	OXNSP1	NPK	Barley_OX
1.23	Barley	OXNSP1	NPK	Barley_OX
1.5741	Barley	OXNSP1	NPK	Barley_OX
1.5516	Barley	OXNSP1	NPK	Barley_OX
1.6087	Barley	OXNSP1	NPK	Barley_OX
1.2115	Barley	OXNSP1	NPK	Barley_OX
1.5951	Barley	OXNSP1	NPK	Barley_OX
1.5143	Barley	OXNSP1	NPK	Barley_OX
1.2005	Barley	OXNSP1	NPK	Barley_OX
1.4447	Barley	OXNSP1	NPK	Barley_OX
1.4465	Barley	OXNSP1	NPK	Barley_OX
1.3931	Barley	OXNSP1	NPK	Barley_OX
1.4571	Barley	OXNSP1	NPK	Barley_OX
1.3859	Barley	OXNSP1	NPK	Barley_OX
1.4241	Barley	OXNSP1	NPK	Barley_OX
1.2067	Barley	OXNSP1	NPK	Barley_OX
1.3823	Barley	OXNSP1	NPK	Barley_OX
1.6155	Barley	OXNSP1	NPK	Barley_OX
1.2165	Barley	OXNSP2	NPK	Barley_OX
1.5283	Barley	OXNSP2	NPK	Barley_OX
1.7882	Barley	OXNSP2	NPK	Barley_OX
1.8617	Barley	OXNSP2	NPK	Barley_OX
1.4548	Barley	OXNSP2	NPK	Barley_OX
1.2621	Barley	OXNSP2	NPK	Barley_OX
0.8658	Barley	OXNSP2	NPK	Barley_OX
1.9435	Barley	OXNSP2	NPK	Barley_OX
1.0738	Barley	OXNSP2	NPK	Barley_OX
1.9527	Barley	OXNSP2	NPK	Barley_OX
0.2607	Barley	OXNSP2	NPK	Barley_OX
1.1437	Barley	OXNSP2	NPK	Barley_OX
1.5651	Barley	OXNSP2	NPK	Barley_OX
0.0596	Barley	OXNSP2	NPK	Barley_OX
1.4617	Barley	OXNSP2	NPK	Barley_OX
1.5206	Barley	OXNSP2	NPK	Barley_OX
1.3632	Barley	OXNSP2	NPK	Barley_OX
0.1716	Barley	OXNSP2	NPK	Barley_OX
1.1559	Barley	WT	NPK	Barley_OX
1.6476	Barley	WT	NPK	Barley_OX
1.1211	Barley	WT	NPK	Barley_OX
1.6641	Barley	WT	NPK	Barley_OX
1.7415	Barley	WT	NPK	Barley_OX
1.4541	Barley	WT	NPK	Barley_OX
1.5432	Barley	WT	NPK	Barley_OX
1.5753	Barley	WT	NPK	Barley_OX
1.4578	Barley	WT	NPK	Barley_OX
1.8049	Barley	WT	NPK	Barley_OX
1.3429	Barley	WT	NPK	Barley_OX
1.6383	Barley	WT	NPK	Barley_OX
2.0018	Barley	WT	NPK	Barley_OX
1.5281	Barley	WT	NPK	Barley_OX
1.886	Barley	WT	NPK	Barley_OX
1.503	Barley	WT	NPK	Barley_OX
1.1756	Barley	WT	NPK	Barley_OX
1.4056	Barley	WT	NPK	Barley_OX
1.0335	Barley	OXNSP1NSP2	NPK	Barley_OX
0.9004	Barley	OXNSP1NSP2	NPK	Barley_OX
2.0395	Barley	OXNSP1NSP2	NPK	Barley_OX
1.1684	Barley	OXNSP1NSP2	NPK	Barley_OX
1.264	Barley	OXNSP1NSP2	NPK	Barley_OX
0.9453	Barley	OXNSP1NSP2	NPK	Barley_OX
1.4932	Barley	OXNSP1NSP2	NPK	Barley_OX
1.6209	Barley	OXNSP1NSP2	NPK	Barley_OX
1.528	Barley	OXNSP1NSP2	NPK	Barley_OX
1.864	Barley	OXNSP1NSP2	NPK	Barley_OX
1.7832	Barley	OXNSP1NSP2	NPK	Barley_OX
1.4434	Barley	OXNSP1NSP2	NPK	Barley_OX
1.5241	Barley	OXNSP1NSP2	NPK	Barley_OX
0.7253	Barley	OXNSP1NSP2	NPK	Barley_OX
1.367	Barley	OXNSP1NSP2	NPK	Barley_OX
1.4803	Barley	OXNSP1NSP2	NPK	Barley_OX
1.7981	Barley	OXNSP1NSP2	NPK	Barley_OX
0.8155	Barley	OXNSP1NSP2	NPK	Barley_OX
