structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0,083	0,083	-253,123		130,511	C12H19NO4	[M - H]-	C12H18NO4-	GUOCNDJUQRXVIX	InChI=1S/C12H19NO4/c1-12(2,3)17-11(16)13-6-4-5-7-8(9(7)13)10(14)15/h7-9H,4-6H2,1-3H3,(H,14,15)	(1R,6S,7R)-2-[(2-methylpropan-2-yl)oxycarbonyl]-2-azabicyclo[4.1.0]heptane-7-carboxylic acid	CC(C)(C)OC(=O)N1CCCC2C1C2C(=O)O	1,200	124527359;124670163;84702634;50986428;97357236;97357237;75595982;98127494;98127495	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(124527359 124670163 84702634 50986428 97357236 97357237 75595982 98127494 98127495)	67108866	240,124	433	7,217	650279614941844828	650277905867590491	780	
1	3	0,135	0,135	-241,949		112,854	C8H10N6O2S	[M - H]-	C8H9N6O2S-	OXLJNRGISZZRAU	InChI=1S/C8H10N6O2S/c1-13-6(10-5-7(13)14(15)16)4-11-12-8-9-2-3-17-8/h4-5H,2-3H2,1H3,(H,9,12)	1-Methyl-5-nitro-1H-imidazole-2-carboxaldehyde (4,5-dihydro-2-thiazolyl)hydrazone	CN1C(=CN=C1C=NNC2=NCCS2)[N+](=O)[O-]	1,058	9588333;6447580	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(9588333 6447580)	67108866	253,051	434	7,229	650279615470327309	650277909357251833	864	
1	3	-Infinity	-Infinity	-328,073		91,772	C23H45N4O5P	[M - H]-	C23H44N4O5P-	HAAUOEXYMMEEPF	InChI=1S/C23H45N4O5P/c1-18(2)27(19(3)4)33(31-14-10-12-24)32-21-15-20(16-30-22(21)17-29-6)26-23(28)11-8-7-9-13-25-5/h18-22,25H,7-11,13-17H2,1-6H3,(H,26,28)	N-[5-[2-cyanoethoxy-[di(propan-2-yl)amino]phosphanyl]oxy-6-(methoxymethyl)oxan-3-yl]-6-(methylamino)hexanamide	CC(C)N(C(C)C)P(OCCC#N)OC1CC(COC1COC)NC(=O)CCCCCNC	1,500	57755318	PUBCHEM:(57755318)	2	487,306	434	7,234	650279615218669010	650277990479290912	1912	
1	1	0,144	0,144	-512,632		79,015	C24H45N5O7	[M - H]-	C24H44N5O7-	VOCYEQBBPCVKKP	InChI=1S/C24H45N5O7/c1-14-10-18(30)24(33-13-14)36-23-17(29-19(31)6-8-26)11-16(27)22(21(23)32)35-20-5-2-4-15(34-20)12-28-9-3-7-25/h4,14,16-18,20-24,28,30,32H,2-3,5-13,25-27H2,1H3,(H,29,31)	3-amino-N-[(1R,2S,3S,4R,5S)-5-amino-4-[[(2S)-6-[(3-aminopropylamino)methyl]-3,4-dihydro-2H-pyran-2-yl]oxy]-3-hydroxy-2-[(2R,3R,5S)-3-hydroxy-5-methyloxan-2-yl]oxycyclohexyl]propanamide	CC1CC(C(OC1)OC2C(CC(C(C2O)OC3CCC=C(O3)CNCCCN)N)NC(=O)CCN)O	-2,200	155171742	PUBCHEM:(155171742)	2	514,324	434	7,235	650279616988665467	650277991766942350	1926	
1	1	0,208	0,208	-390,271		68,070	C26H48N4O6	[M - H]-	C26H47N4O6-	KYQWQBQWBHHKBZ	InChI=1S/C26H48N4O6/c1-15(2)9-10-21(32)29-24(35)14-27-22(33)13-20(31)19(11-16(3)4)28-26(36)25(18(7)8)30-23(34)12-17(5)6/h15-20,25,31H,9-14H2,1-8H3,(H,27,33)(H,28,36)(H,30,34)(H,29,32,35)	isovaleryl-D-Val-Sta(3xi,4R)-Gly-Unk	CC(C)CCC(=O)NC(=O)CNC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O	2,600	44324829	PUBCHEM:(44324829);PUBMED	66	511,350	434	7,237	650279661301488131	650277991683056260	1924	
1	1	0,083	0,083	-108,485		83,995	C12H18O7	[M - H]-	C12H17O7-	RTIAVRVBBNQZIU	InChI=1S/C12H18O7/c1-3-17-9(13)5-7-11(15)19-12(16)8-6-10(14)18-4-2/h3-8H2,1-2H3	4-Ethoxy-4-oxobutanoic anhydride	CCOC(=O)CCC(=O)OC(=O)CCC(=O)OCC	1,235	14547768	PUBCHEM:(14547768)	2	273,098	434	7,240	650279660219357644	650277917150269324	995	
1	1	0,023	0,023	-289,873		86,925	C24H44N4O4	[M - H]-	C24H43N4O4-	HQGCYXKUUKYWPL	InChI=1S/C24H44N4O4/c1-13(2)17-9-21(29)26-19(15(5)6)11-23(31)28-20(16(7)8)12-24(32)27-18(14(3)4)10-22(30)25-17/h13-20H,9-12H2,1-8H3,(H,25,30)(H,26,29)(H,27,32)(H,28,31)	(4S,8S,12S,16S)-4,8,12,16-Tetraisopropyl-1,5,9,13-tetraazacyclohexadecane-2,6,10,14-tetrone	CC(C)C1CC(=O)NC(CC(=O)NC(CC(=O)NC(CC(=O)N1)C(C)C)C(C)C)C(C)C	2,600	101940007	PUBCHEM:(101940007)	2	451,329	434	7,240	650279672982633895	650277984783425733	1868	
1	3	0,181	0,181	-243,592		40,359	C25H28O13	[M - H]-	C25H27O13-	WJPRKOJNQIZCGY	InChI=1S/C25H28O13/c26-9-16-19(29)20(30)21(31)24(37-16)38-23-18-14(15(10-35-23)22(32)33)7-8-25(18,34)11-36-17(28)6-3-12-1-4-13(27)5-2-12/h1-8,10,14,16,18-21,23-24,26-27,29-31,34H,9,11H2,(H,32,33)	Vaccinoside	C1=CC(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)(COC(=O)C=CC4=CC=C(C=C4)O)O	-0,800	154734965;163185883;163194625;154497649;162869760;162869761;162869762;162869763;162869764;162869765;162869766;162869767;6440568;76401261;56776261;56776351;56842360;131751614;156823;133567543	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034733);TeroMol:(TKC096770 TKC165050 TKC165048 TKC165053 TKC165046 TKC021479 TKC150735 TKC021480 TKC165047 TKC165049 TKC165052 TKC165051);SUPERNATURAL:(SN0412060);FooDB:(FDB013275);PUBCHEM:(154734965 163185883 163194625 154497649 162869760 162869761 162869762 162869763 162869764 162869765 162869766 162869767 6440568 76401261 56776261 56776351 56842360 131751614 156823 133567543);GNPS:(CCMSLIB00000851456 CCMSLIB00000851459);COCONUT:(CNP0134072);NORMAN:(NS00093958);CHEBI:(168060);DSSTox:(DTXSID30957553);LOTUS:(Q105306978 Q105306979 Q105306984 Q105306985 Q105306983);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(WJPRKOJNQIZCGY-UHFFFAOYSA-N)	138306392186	535,147	436	7,259	650279675956395943	650277992094098112	1936	
1	2	0,037	0,037	-219,648		69,602	C10H18O7S	[M - H]-	C10H17O7S-	KJBSCQPQSDIHJX	InChI=1S/C10H18O7S/c1-6(2)4-7(3)17-10(13)8(5-9(11)12)18(14,15)16/h6-8H,4-5H2,1-3H3,(H,11,12)(H,14,15,16)	4-(4-Methylpentan-2-yloxy)-4-oxo-3-sulfobutanoic acid	CC(C)CC(C)OC(=O)C(CC(=O)O)S(=O)(=O)O	0,700	154060739;111366	NORMAN:(NS00062604);PUBCHEM:(154060739 111366);DSSTox:(DTXSID70988508)	137439215618	281,070	436	7,265	650279674287062829	650277920216305772	1039	
1	2	0,068	0,068	-219,051		97,085	C14H20N4O3	[M - H]-	C14H19N4O3-	BSQKBXXBCHPVRT	InChI=1S/C14H20N4O3/c15-6-11-13(16-10-2-4-21-8-10)17-12(18-14(11)19)5-9-1-3-20-7-9/h6,9-10,15H,1-5,7-8H2,(H2,16,17,18,19)	5-methanimidoyl-4-(oxolan-3-ylamino)-2-(oxolan-3-ylmethyl)-1H-pyrimidin-6-one	C1COCC1CC2=NC(=C(C(=O)N2)C=N)NC3CCOC3	-0,500	143871237	PUBCHEM:(143871237)	2	291,145	438	7,296	650279673083297245	650277924058288460	1083	
1	1	-Infinity	-Infinity	-194,566		64,492	C5H11N4O5P	[M - H]-	C5H10N4O5P-	NABAKVDZSQMJQI	InChI=1S/C5H11N4O5P/c1-13-15(12,14-2)8-4-3-6-5(8)7-9(10)11/h3-4H2,1-2H3,(H,6,7)	N-(1-dimethoxyphosphoryl-4,5-dihydroimidazol-2-yl)nitramide	COP(=O)(N1CCN=C1N[N+](=O)[O-])OC	-0,600	19841661;136456256	PUBCHEM:(19841661 136456256)	2	237,040	438	7,297	650279673481756326	650277904995175149	758	
1	1	0,131	0,131	-64,677		70,758	C9H14O4	[M - H]-	C9H13O4-	ALSBSLYSTXSJQN	InChI=1S/C9H14O4/c1-5-7(9(11)13-4)6(2)8(10)12-3/h5H2,1-4H3	1,4-dimethyl 2-ethyl-3-methylbut-2-enedioate	CCC(=C(C)C(=O)OC)C(=O)OC	1,400	6537043;5373405;593028	COCONUT:(CNP0216718);SUPERNATURAL:(SN0008947);PUBCHEM:(6537043 5373405 593028);LOTUS:(Q104914316 Q104914317)	271581186	185,081	439	7,309	650279686849004763	650277891351102534	409	
1	1	0,052	0,052	-97,481		11,683	C8H14O2	[M - H]-	C8H13O2-	OTBOSHAYKJIVFZ	InChI=1S/C8H14O2/c9-7-5-3-1-2-4-6-8-10/h9-10H,3-8H2	Oct-4-yne-1,8-diol	C(CC#CCCCO)CO	0,600	15448485	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(15448485)	67108866	141,092	439	7,320	650279686563791925	650277879313448794	154	
1	1	0,020	0,020	-275,884		66,409	C11H20N2O4	[M - H]-	C11H19N2O4-	ZXFBJJNPLKHAKE	InChI=1S/C11H20N2O4/c12-11-13-1-3-14-5-7-16-9-10-17-8-6-15-4-2-13/h1-10H2	1,4,7,10-Tetraoxa-13-azacyclopentadecane-13-carbonitrile	C1COCCOCCOCCOCCN1C#N	-0,300	12745426	NORMAN:(NS00060618);PUBCHEM:(12745426);DSSTox:(DTXSID801001623)	137439215618	243,136	441	7,348	650279687343932745	650277907100715997	808	
1	2	0,115	0,115	-308,746		25,893	C23H32O13	[M - H]-	C23H31O13-	RSDDEVLSEXCOJJ	InChI=1S/C23H32O13/c1-11(2)35-21-19(29)18(28)17(27)15(36-21)8-32-22-20(30)23(31,10-34-22)9-33-16(26)6-4-12-3-5-13(24)14(25)7-12/h3-7,11,15,17-22,24-25,27-31H,8-10H2,1-2H3	Dracunculifoside G	CC(C)OC1C(C(C(C(O1)COC2C(C(CO2)(COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O)O	-1,600	162886764;73119515;11827395	COCONUT:(CNP0153350);SUPERNATURAL:(SN0333796);PUBCHEM:(162886764 73119515 11827395);LOTUS:(Q105244549);KNAPSACK:(RSDDEVLSEXCOJJ-UHFFFAOYSA-N)	271581202	515,178	441	7,351	650279690200254776	650277991829856920	1928	
1	1	0,036	0,036	-427,402		123,297	C14H18N4O4S	[M - H]-	C14H17N4O4S-	NLZLLNWVJLIMBV	InChI=1S/C14H18N4O4S/c1-9(19)17-4-5-18(14(22)11-3-2-6-23-11)10(8-17)13(21)16-7-12(15)20/h2-3,6,10H,4-5,7-8H2,1H3,(H2,15,20)(H,16,21)		CC(=O)N1CCN(C(C1)C(=O)NCC(=O)N)C(=O)C2=CC=CS2	-1,000	7156670;78454571	COCONUT:(CNP0458663);PUBCHEM:(7156670 78454571)	2097154	337,096	441	7,353	650279689361393893	650277958048930165	1501	
1	1	0,013	0,036	-364,546		124,032	C12H18N4O6	[M - H]-	C12H17N4O6-	LFFDRPXUQKVYPE	InChI=1S/C12H18N4O6/c1-6(18)4-13-9-10(15-12(22)16-11(9)21)14-5-8(20)7(19)2-3-17/h4,7-8,17,19-20H,2-3,5H2,1H3,(H3,14,15,16,21,22)	5-(2-oxopropylideneamino)-6-(2,3,5-trihydroxypentylamino)-1H-pyrimidine-2,4-dione	CC(=O)C=NC1=C(NC(=O)NC1=O)NCC(C(CCO)O)O	-2,100	144935309;123848226	PUBCHEMANNOTATIONBIO;CHEBI:(149744);PUBCHEM:(144935309 123848226)	16777250	313,113	441	7,354	650279689323645135	650277943612134901	1324	
1	1	0,123	0,123	-33,351		22,734	C3H5N5O2	[M - H]-	C3H4N5O2-	RMMHFDRQOWMUON	InChI=1S/C3H4N5O2/c9-7-3-2(6-8-10)4-1-5-3/h1,7H,(H,4,5)(H,6,10)/q-1	N-[5-(oxidoamino)-1H-imidazol-4-yl]nitrous amide	C1=NC(=C(N1)N[O-])NN=O	0,400	100931677	PUBCHEM:(100931677)	2	142,037	442	7,361	650279688816134286	650277879481220969	157	
1	2	0,127	0,127	-169,724		23,301	C6H10N2O3	[M - H]-	C6H9N2O3-	IVQCQIORBPXQGP	InChI=1S/C6H10N2O3/c1-6(2)4(10)8(3-9)5(11)7-6/h9H,3H2,1-2H3,(H,7,11)	2,4-Imidazolidinedione, 3-(hydroxymethyl)-5,5-dimethyl-	CC1(C(=O)N(C(=O)N1)CO)C	-0,300	85341	NORMAN:(NS00020483);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(85341);DSSTox:(DTXSID1066027);PUBMED	137506324546	157,060	442	7,361	650279694411336270	650277883092517103	235	
1	2	0,135	0,135	-99,406		62,634	C8H12O4	[M - H]-	C8H11O4-	HAHASQAKYSVXBE	InChI=1S/C8H12O4/c1-3-5(7(9)10)6(4-2)8(11)12/h3-4H2,1-2H3,(H,9,10)(H,11,12)	Sodium 2,3-diethylmaleate	CCC(=C(CC)C(=O)O)C(=O)O	1,200	22486026;53400729;53400730;77174739;5748222;3081281	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0255396);BloodExposome:(53400730 16064853);PUBCHEM:(22486026 53400729 53400730 77174739 5748222 3081281);PUBMED	20971594	171,066	442	7,367	650279712518148409	650277887622365863	324	
1	1	0,055	0,055	-65,555		20,265	C7H12O2	[M - H]-	C7H11O2-	RSYKFQQWYDEUBG	InChI=1S/C7H12O2/c1-6(8)4-3-5-7(2)9/h8-9H,1-5H2	Hepta-1,6-diene-2,6-diol	C=C(CCCC(=C)O)O	1,700	89410091	PUBCHEM:(89410091)	2	127,077	442	7,367	650279711465378041	650277875941228093	96	
1	3	0,088	0,088	-186,504		21,770	C18H32N2O15	[M - H]-	C18H31N2O15-	AHRWQUNEPBVNOT	InChI=1S/C18H32N2O15/c21-1-4-14(9(26)11(28)16(19-4)20-31)34-18-13(30)10(27)15(6(3-23)33-18)35-17-12(29)8(25)7(24)5(2-22)32-17/h4-15,17-18,21-31H,1-3H2,(H,19,20)	Maltosyl-alpha (1,4)-(Z,3S,4S,5R,6R)-3,4,5-trihydroxy-6-hydroxymethyl-piperidin-2-one oxime	C(C1C(C(C(C(=N1)NO)O)O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)O	-7,000	448828;46936258	PUBCHEMANNOTATIONBIO;NORMAN:(NS00072870);PUBCHEM:(448828 46936258);PUBMED	17039426	515,177	442	7,369	650279708319649637	650277991804691091	1927	
1	1	0,073	0,073	-288,894		54,689	C12H21NO4	[M - H]-	C12H20NO4-	SZCQGYCDQVOYDH	InChI=1S/C12H21NO4/c1-11(2,3)17-10(16)13-8-12(9(14)15)6-4-5-7-12/h4-8H2,1-3H3,(H,13,16)(H,14,15)	1-(((tert-Butoxycarbonyl)amino)methyl)cyclopentanecarboxylic acid	CC(C)(C)OC(=O)NCC1(CCCC1)C(=O)O	1,900	17040204	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(17040204);DSSTox:(DTXSID00589244)	137506062338	242,140	443	7,380	650279716104278503	650277906547067809	796	
1	1	0,060	0,060	-321,104		114,662	C9H19N3O7	[M - H]-	C9H18N3O7-	XOSKJRYFIDQQKT	InChI=1S/C9H19N3O7/c10-7(1-2-8(13)14)9(15)18-5-3-11-4-6-19-12(16)17/h7,11,16-17H,1-6,10H2,(H,13,14)	4-Amino-5-[2-[2-(dihydroxyamino)oxyethylamino]ethoxy]-5-oxopentanoic acid	C(CC(=O)O)C(C(=O)OCCNCCON(O)O)N	-4,500	89081355	PUBCHEM:(89081355)	2	280,117	443	7,386	650279708156071735	650277919742349360	1027	
1	1	0,047	0,047	-355,980		101,823	C10H17NO3	[M - H]-	C10H16NO3-	IFYATEIGOYKKKS	InChI=1S/C10H17NO3/c1-7(12)11-6-8-2-4-9(5-3-8)10(13)14/h8-9H,2-6H2,1H3,(H,11,12)(H,13,14)	4-((Acetylamino)methyl)cyclohexanecarboxylic acid	CC(=O)NCC1CCC(CC1)C(=O)O	0,500	7036204;82653	NORMAN:(NS00023316);PUBCHEM:(7036204 82653);DSSTox:(DTXSID30146687);PUBMED	137439215682	198,113	443	7,387	650279706931334849	650277894475859409	491	
1	1	0,016	0,184	-50,056		41,147	C10H8O3S	[M - H]-	C10H7O3S-	KVBGVZZKJNLNJU	InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)		C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O	1,903	131888106;8420;3769791;12375995;138396121	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0255446);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(8420);SUPERNATURAL:(SN0196199);HSDB:(532-02-5);MESH:(8420 3769791);PUBCHEM:(131888106 8420 3769791 12375995 138396121);COCONUT:(CNP0454072);NORMAN:(NS00000299 NS00067021 NS00084188 NS00088606 NS00088941);CHEBI:(25476 44229);KEGG:(C16202);DSSTox:(DTXSID30958247 DTXSID40202026 DTXSID4041442 DTXSID40892784 DTXSID5044788 DTXSID80396170 DTXSID80608124);PUBMED	137530442606	207,011	443	7,388	650279710253224069	650277896577206007	553	
1	1	0,033	0,075	-158,340		27,430	C9H17NO	[M - H]-	C9H16NO-	BHDCTKUOBUNTTP	InChI=1S/C9H17NO/c1-3-5-6-9(4-2)7-10-8-11/h9H,3-7H2,1-2H3	(3R)-3-(isocyanatomethyl)heptane	CCCCC(CC)CN=C=O	4,100	12614299;93514996;93514997	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(12614299 93514996 93514997);DSSTox:(DTXSID30504400)	137506062338	154,124	443	7,389	650279717651976833	650277882207518869	217	
1	1	0,014	0,014	-157,434		127,154	C7H15N3O5	[M - H]-	C7H14N3O5-	LXQDZCCPYLOHOJ	InChI=1S/C7H15N3O5/c8-7(9)10-1-2(11)4(13)6(15)5(14)3(1)12/h1-6,11-15H,(H4,8,9,10)	ig-p	C1(C(C(C(C(C1O)O)O)O)O)N=C(N)N	-4,600	25202575;25245272;3350251;440281;44123455	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0455926);METACYC:(CPD-10149);CHEBI:(58016 17110);SUPERNATURAL:(SN0218206);KEGG:(C04280);PUBCHEM:(25202575 25245272 3350251 440281 44123455);PUBCHEMANNOTATIONDRUG	53479714	220,095	444	7,392	650279727382762368	650277900213668040	647	
1	1	0,523	0,523	-243,165		106,508	C19H32O10	[M - H]-	C19H31O10-	JLNVQROWZIIJAE	InChI=1S/C19H32O10/c1-2-3-4-26-13-6-10-11(22)5-9(7-20)14(10)18(28-13)29-19-17(25)16(24)15(23)12(8-21)27-19/h5,10-25H,2-4,6-8H2,1H3	2-{[3-butoxy-5-hydroxy-7-(hydroxymethyl)-1H,3H,4H,4aH,5H,7aH-cyclopenta[c]pyran-1-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol	CCCCOC1CC2C(C=C(C2C(O1)OC3C(C(C(C(O3)CO)O)O)O)CO)O	-1,900	101931836;162879328	COCONUT:(CNP0144894);TeroMol:(TKC020397);SUPERNATURAL:(SN0168697);PUBCHEM:(101931836 162879328);LOTUS:(Q105130948)	279969794	419,193	445	7,409	650279743258205756	650277982380089316	1823	
1	2	0,370	0,772	-41,871		134,688	C10H18O5	[M - H]-	C10H17O5-	LPIOYESQKJFWPQ	InChI=1S/C10H18O5/c11-8(10(14)15)6-4-2-1-3-5-7-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)	A-Hydroxysebasate	C(CCCC(C(=O)O)O)CCCC(=O)O	1,400	20848969;92253713;128458	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0418971);HMDB:(HMDB0000424);CHEBI:(89312);LIPIDMAPS:(LMFA01170076);SUPERNATURAL:(SN0211755);MESH:(128458);FooDB:(FDB022037);PUBCHEM:(20848969 92253713 128458);DSSTox:(DTXSID40869411);PUBCHEMANNOTATIONDRUG;PUBMED	140176785518	217,108	445	7,411	650279740649347839	650277900041701546	641	
1	5	0,021	0,046	-278,462		110,189	C16H24O5S	[M - H]-	C16H23O5S-	VCKAUONIDRWIGP	InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)		C1=CC(=CC=C1CCCCCCCCCC(=O)O)S(=O)(=O)O	4,098	100942782	COCONUT:(CNP0470533);NORMAN:(NS00000656);SUPERNATURAL:(SN0386568);PUBCHEM:(100942782);DSSTox:(DTXSID80891332)	137442361346	327,124	445	7,412	650279742922661370	650277951950411786	1430	
1	1	0,019	0,019	-304,964		106,424	C13H20N6O3S	[M - H]-	C13H19N6O3S-	PLJPLCIBJUZTTC	InChI=1S/C13H20N6O3S/c1-23-3-2-18(21)5-9-8(20)4-10(22-9)19-7-17-11-12(14)15-6-16-13(11)19/h6-10,20-21H,2-5H2,1H3,(H2,14,15,16)	S-(5'-Deoxy-5'-adenosyl)methylthioethylhydroxylamine	CSCCN(CC1C(CC(O1)N2C=NC3=C(N=CN=C32)N)O)O	-0,488	134872	MESH:(134872);PUBCHEM:(134872);DSSTox:(DTXSID201005308);PUBMED:(null)	137438953542	339,124	445	7,415	650279742486453632	650277958443194786	1510	
1	2	0,021	0,029	-295,333		126,055	C12H21NO5	[M - H]-	C12H20NO5-	MAJWUTNRLZHCBX	InChI=1S/C12H21NO5/c1-12(2,3)18-11(16)13-9(10(14)15)8-4-6-17-7-5-8/h8-9H,4-7H2,1-3H3,(H,13,16)(H,14,15)	2-((tert-Butoxycarbonyl)amino)-2-(tetrahydro-2H-pyran-4-yl)acetic acid	CC(C)(C)OC(=O)NC(C1CCOCC1)C(=O)O	1,200	22309198;40430228;25260122	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(22309198 40430228 25260122);DSSTox:(DTXSID30624571 DTXSID70654397 DTXSID80649517)	137506062338	258,135	445	7,424	650279740217334248	650277911752199617	904	
1	2	0,009	0,010	-184,271		62,626	C20H22O6	[M - H]-	C20H21O6-	PHMGTWLYHMQYHV	InChI=1S/C20H22O6/c1-6-8(2)19(23)25-17-10(4)14-12(21)7-9(3)13(14)18-15(16(17)22)11(5)20(24)26-18/h6-7,13,15-18,22H,5H2,1-4H3	Deoxypumilin	CC=C(C)C(=O)OC1C(C2C(C3C(=CC(=O)C3=C1C)C)OC(=O)C2=C)O	1,200	85503073;38357118;162890180;133556405	COCONUT:(CNP0157048);TeroMol:(TKC031000);SUPERNATURAL:(SN0285541);PUBCHEM:(85503073 38357118 162890180 133556405);LOTUS:(Q105209085 Q105209086);GNPS:(CCMSLIB00000856030);PUBMED:(null);KNAPSACK:(PHMGTWLYHMQYHV-UHFFFAOYSA-N)	279973970	357,135	446	7,426	650279742796832205	650277967196707861	1632	
1	3	0,312	0,312	-147,583		70,907	C14H24O9	[M - H]-	C14H23O9-	LEXDOEZSWBRFLD	InChI=1S/C14H24O9/c15-6-8-10(19)11(20)12(21)13(22-8)23-14(5-9(17)18)3-1-7(16)2-4-14/h7-8,10-13,15-16,19-21H,1-6H2,(H,17,18)	2-(4-hydroxy-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}cyclohexyl)acetic acid	C1CC(CCC1O)(CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	-2,100	162998122;162998123;162998124	COCONUT:(CNP0271649);SUPERNATURAL:(SN0203595);PUBCHEM:(162998122 162998123 162998124)	3145730	335,135	448	7,465	650279741601455236	650277957876963676	1496	
1	2	0,024	0,024	-228,741		107,007	C12H18N4O2	[M - H]-	C12H17N4O2-	JDHGHJHNJTWWFT	InChI=1S/C12H18N4O2/c1-5-14-8(4)13-10-9(14)11(17)16(7-3)12(18)15(10)6-2/h5-7H2,1-4H3	1H-Purine-2,6-dione, 1,3,7-triethyl-3,7-dihydro-8-methyl-	CCN1C(=NC2=C1C(=O)N(C(=O)N2CC)CC)C	1,000	619492	NORMAN:(NS00113802);PUBCHEM:(619492)	262146	249,134	448	7,465	650279740770982738	650277908367395960	839	
1	3	0,627	0,627	-131,294		126,504	C13H24O7	[M - H]-	C13H23O7-	GWNOOUALMJFRLY	InChI=1S/C13H24O7/c1-2-3-4-5-6-9(15)20-13-12(18)11(17)10(16)8(7-14)19-13/h8,10-14,16-18H,2-7H2,1H3	3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl heptanoate	CCCCCCC(=O)OC1C(C(C(C(O1)CO)O)O)O	0,400	53861120;4634411;439721	COCONUT:(CNP0275674);CHEBI:(5673);PUBCHEM:(53861120 4634411 439721)	2097186	291,145	448	7,468	650279741697924284	650277924167340369	1084	
1	1	0,130	0,130	-355,241		44,235	C18H31N3O4	[M - H]-	C18H30N3O4-	BNMWKFNJPCNQSO	InChI=1S/C18H31N3O4/c1-12(22)21-8-6-14(7-9-21)20-15-11-25-16(17(15)23)10-19-18(24)13-4-2-3-5-13/h13-17,20,23H,2-11H2,1H3,(H,19,24)	N-({4-[(1-acetylpiperidin-4-yl)amino]-3-hydroxyoxolan-2-yl}methyl)cyclopentanecarboxamide	CC(=O)N1CCC(CC1)NC2COC(C2O)CNC(=O)C3CCCC3	0,400	162790078;75536555	COCONUT:(CNP0005415);SUPERNATURAL:(SN0030370);PUBCHEM:(162790078 75536555);PUBMED	3145794	352,224	448	7,470	650279742331264338	650277966215240591	1606	
1	2	0,028	0,028	-170,961		79,347	C8H15N7O2	[M - H]-	C8H14N7O2-	GTUCULLRTSSHJZ	InChI=1S/C8H15N7O2/c9-6(10)15-8-13-4(5(16)14-8)2-1-3-12-7(11)17/h4H,1-3H2,(H3,11,12,17)(H5,9,10,13,14,15,16)	3-[2-(Diaminomethylideneamino)-5-oxo-1,4-dihydroimidazol-4-yl]propylurea	C(CC1C(=O)NC(=N1)N=C(N)N)CNC(=O)N	-2,400	139220807	PUBCHEM:(139220807)	2	240,124	449	7,488	650279744432611078	650277905825647446	779	
